Entity Id|address|author|editor|institution|month|note|pages|publisher|title|venue|volume|year|
145||ehrenfeucht, a., haussler, d., kearns, m., & valiant, l.g.|||||pp. 247-261.||a general lower bound on the number of examples needed for learning.|information and computation 82,||(1989).|
146||ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.|||||247-261.||a general lower bound on the number of examples needed for learning.|information and computation,|82|(1989).|
147||ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.|||||267-284.||a general lower bound on the number of examples needed for learning.|information and computation,|82|(1989).|
148||ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.|||||||a general lower bound on the number of examples needed for learning.|information and control 82,||(1989).|
149||ehrenfeucht, andrzej; haussler, david; kearns, michael; and valiant,|||||247-261.||leslie 1989. a general lower bound on the number of examples needed for learning.|information and computation 82|||
150||a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.|||||247-261.||a general lower bound on the number of examples needed for learning,|information and computation,|82 (3) (1989),||
151||a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.|||||247-251,||a general lower bound on the number of examples needed for learning.|information and computation,|82(3)|1989.|
152||andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.|||||247-261,||a general lower bound on the number of examples needed for learning.|information and computation,|82|1989.|
153||andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.|||september||247-251,||a general lower bound on the number of examples needed for learning.|information and computation,|82(3)|1989.|
154|82(3):247251,|a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.|||||||a general lower bound on the number of examples needed for learning. information and computation,|||1989.|
155||ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.|||||pp. 247-261.||a general lower bound on the number of examples needed for learning.|information and computation,|vol. 82 (1989),||
156||andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.|||||247-251,||a general lower bound on the number of examples needed for learning.|information and computation,|82(3)|1989.|
157||a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.|||||pp. 247-261.||a general lower bound on the number of examples needed for learning.|information and computation,|82(3),|1989,|
158||a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.|||||247-261,||a general lower bound on the number of examples needed for learning.|information and computation,|82|1989.|
159||andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.|||||247-261,||a general lower bound on the number of examples needed for learning.|information and computation,|82|1989.|
160||a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.|||||247-261,||a general lower bound on the number of examples needed for learning.|information and computation,|82|1989.|
161||a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.|||||247-251,||a general lower bound on the number of examples needed for learning.|information and control,|82(3)|1989.|
162||a. ehrenfeucht, d. haussler, m. j. kearns and l. g. valiant.|||||247-251,||a general lower bound on the number of examples needed for learning.|information and computation,|82(3)|1989.|
163||andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.|||september||247-251,||a general lower bound on the number of examples needed for learning.|information and computation,|82(3)|1989.|
164||a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.|||||247-251,||a general lower bound on the number of examples needed for learning.|information and computation,|82(3)|1989.|
165||andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.|||september||247-251,||a general lower bound on the number of examples needed for learning.|information and computation,|82(3)|1989.|
166|82:247261,|a. ehrenfeucht, d. haussler, m. j. kearns, and l. valiant.|||||||a general lower bound on the number of examples needed for learning. information and computation,|||1989.|
167||a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.|||||247-261,||a general lower bound on the number of examples needed for learning.|information and computation,|82|1989.|
168||a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.|||||247-251,||a general lower bound on the number of examples needed for learning.|information and computation,|82(3)|1989.|
169||a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.|||||pp. 247-261.||a general lower bound on the number of examples needed for learning.|information and computation,|82(3),|1989,|
170||andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.|||september||247-251,||a general lower bound on the number of examples needed for learning.|information and computation,|82(3)|1989.|
171||a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.|||||247-261,||a general lower bound on the number of examples needed for learning.|information and computation,|82|1989.|
172||a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.|||september||247-251,||a general lower bound on the number of examples needed for learning.|information and computation,|82(3)|1989.|
173||a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.|||||247-251,||a general lower bound on the number of examples needed for learning.|information and computation,|82(3)|1989.|
174|82(3):247251,|a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.|||||||a general lower bound on the number of examples needed for learning. information and computation,|||1989.|
175||m. feder, y. freund, and y. mansour.|||||page 233.|ieee,|optimal universal learning and prediction of probabilistic concepts.|in proc. of ieee information theory conference,||1995.|
176||m. feder, y. freund, and y. mansour.|||||page 233.|ieee,|optimal universal learning and prediction of probabilistic concepts.|in proc. of ieee information theory conference,||1995.|
177||m. feder, yoav freund and yishay mansour,||||to appear in proc. ieee information theory conference, 1995; published by ieee. 13|||optimal universal learning and prediction of probabilistic concepts,||||
178||m. feder, y. freund, and y. mansour.|||||page 233.|ieee,|optimal universal learning and prediction of probabilistic concepts.|in proc. of ieee information theory conference,||1995.|
179||yoav freund and robert e. schapire.||||(to appear).|||adaptive game playing using multiplicative weights. games and economic behavior,||||
180||yoav freund and robert e. schapire.||||(to appear).|||adaptive game playing using multiplicative weights. games and economic behavior,||||
181||yoav freund.|||august||pages 202-216,||boosting a weak learning algorithm by majority.|in proceedings of the third annual workshop on computational learning theory,||1990.|
182||freund, y.||||to appear in information and computation.|pp. 202-216.||boosting a weak learning algorithm by majority,|in 'proceedings of the third annual workshop on computational learning theory',||(1990),|
183||freund, y.||||to appear in information and computation.|pp. 202-216.||boosting a weak learning algorithm by majority,|in proceedings of the third annual workshop on computational learning theory,||(1990),|
184||freund, y.|||||pp. 202-216.||boosting a weak learning algorithm by majority,|in `proceedings of the third annual workshop on computational learning theory',||(1990),|
185||freund, y.|||||pages 202-216.||boosting a weak learning algorithm by majority.|in 3rd annual workshop on computational learning theory,||(1990).|
186|rochester, ny.|freund, y.|||||(pp. 202-216),|morgan kaufmann.|boosting a weak learning algorithm by majority.|in proceedings of the third annual workshop on computational learning theory,||(1990).|
187||freund, y.|||||202-216).||boosting a weak learning algorithm by majority.|proc. 3rd work. comp. learning theory (pp.||(1990).|
188|san francisco:|freund, y.|||||202-216).|morgan kaufmann.|boosting a weak learning algorithm by majority.|proceedings of the third annual workshop on computational learning theory (pp.||(1990).|
189|san mateo, ca.|freund, y.|||||202-216.|morgan kaufmann.|boosting a weak learning algorithm by majority.|in proceedings of the third workshop on computational learning theory,||1990.|
190||y. freund.|||||pages 202-216,||boosting a weak learning algorithm by majority.|in proc. 3rd work. comp. learning theory,||1990.|
191||yoav freund.|||||pages 202-216.|morgan kaufmann,|boosting a weak learning algorithm by majority.|in proceedings of the third annual workshop on computational learning theory,||1990.|
192||yoav freund.|||august||pages 202-216.|morgan kaufmann,|boosting a weak learning algorithm by majority.|in proc. of the 3rd ann. workshop on comput. learning theory,||1990.|
193||yoav freund.|||||pages 202-216.|morgan kaufmann,|boosting a weak learning algorithm by majority.|in proceedings of the third annual workshop on computational learning theory,||1990.|
194||yoav freund.|||22||pages 202-216.|morgan kaufmann,|boosting a weak learning algorithm by majority.|in proceedings of the third annual workshop on computational learning theory,||1990.|
195||y. freund.|||||pages 202-216,||boosting a weak learning algorithm by majority.|in proc. 3rd work. comp. learning theory,||1990.|
196||yoav freund.|||||pages 202-216.|morgan kaufmann,|boosting a weak learning algorithm by majority.|in proceedings of the third annual workshop on computational learning theory,||1990.|
197||freund, y.,|||august||202-231.,||boosting a weak learning algorithm by majority,|proceedings of the 1990 workshop on computational learning theory, p.||1990.|
198||freund, y.,|||||pp. 202-216,||boosting a weak learning algorithm by majority voting,|proceedings of the 3rd annual workshop on computational learning theory,||1990.|
199|san mateo, ca,|y. freund.|||august|morgan kaufmann. 34 references|pages 202-231,||boosting a weak learning algorithm by majority.|in proceedings of the 1990 workshop on computational learning theory,||1990.|
200|san mateo, ca, 1990.|y. freund.|||||pages 202-216,|morgan kaufmann.|boosting a weak learning algorithm by majority.|in proceedings of the third workshop on computational learning theory,|||
201|san mateo, ca, 1992.|y. freund, h. s. seung, e. shamir, and n. tishby.||||||morgan kaufmann.|information, prediction, and query by committee.|in advances in neural informations processing systems 5,|||
202|san mateo, ca,|yoav freund, h. sebastian seung, eli shamir, and naftali tishby.|in stephen jose hanson, jack d. cowan, and c. lee giles, editors,||||pages 483-490.|morgan kaufmann,|information, prediction, and query by committee.|advances in neural information processing systems,|volume 5,|1993.|
203||freund y., seung h.s., shamir e. and tishby n.|||||||information, prediction, and query by committee.|preprint.||(1995).|
204|san mateo, ca.|freund, y., seung, h. s., shamir, e., & tishby, n.|in hanson, s. j., cowan, j. d., & giles, c. l. (eds.),||||(pp. 483-490).|morgan kaufmann,|information, prediction, and query by committee.|advances in neural information processing systems,|volume 5,|(1993).|
205|san mateo, california.|freund, y., seung, h., shamir, e. & tishby, n.||||||morgan kaufmann,|information, prediction, and query by committee,|in `advances in neural information processing systems',|vol. 5,|(1993),|
206|san mateo, ca.|freund, y., seung, h., shamir, e., and tishby, n.|in hanson, s. j., cowan, j. d., and giles, c. l., editors,||||pages 483-490,|morgan kaufmann.|information, prediction and query by comittee.|advances in neural information processing systems,|volume 5,|(1993).|
