id|title|modelno|price|shipweight|brand|dimensions
1942|Syba Internal PCI 4-Port SATA Controller Card|SD-89300656|23.82|0.52|SYBA Multimedia|7.0 x 5.5 x 1.5 inches
1943|Kenwood 6  5-Way Performance Series Flush Mount Speakers 500 Watts|KFC-6993PS|84.99|9.8|Kenwood|9.0 x 6.0 x 3.0 inches
1944|Lexmark Pinnacle Pro901 Wireless-N All-in-One Printer Scanner Copier Fax|Lexmark Pro901|199.99|26.6|Lexmark|18.31 x 15.42 x 9.83 inches
1945|Startech 2.5in SuperSpeed USB 3.0 SATA Hard Drive Enclosure SAT2510BU3|SAT2510BU3|27.98|0.5|StarTech|7.0 x 5.3 x 1.6 inches
1946|Verbatim 1TB MediaShare Home Network Storage Server|97159|109.98|5.0|Verbatim|11.7 x 8.9 x 4.0 inches
1947|Chief Manufacturing Adjustable Dual Plasma LCD Display Floor Stand Stand Only  30 - 50 Screens||700.99|206.0|Chief Manufacturing|91.0 x 43.0 x 36.0 inches
1948|HP In-Ear Stereo Headset|HP VP052AA#ABA|14.88|0.15|HP|1.13 x 0.88 x 0.5 inches
1949|BIC Ecolutions Mechanical Pencil 0.7mm Black 24-count|MPEP241-BLK|7.29|0.33|BIC|7.5 x 4.1 x 1.3 inches
1950|SKB Cases Roto X Shipping Case in Gray without Foam 21 H x 37.25 W x 21 D Interior|3SKB-X3722-21|584.99|53.0|SKB Cases|39.5 x 24.25 x 23.88 inches
1951|Incipio iPod Touch 4G Feather Hard Shell Case Matte Black|IP-909|23.75|1.0|INCIPIO|4.6 x 2.5 x 0.2 inches
1952|PC Treasures ClickIt Classic Mouse Black|7667|16.8|0.25|PC Treasures|4.5 x 2.5 x 1.5 inches
1953|StarTech 3-Port 2b 1a 1394 Mini PCI Express FireWire Card Adapter|MPEX1394B3|69.0|0.35|StarTech|8.3 x 5.75 x 1.85 inches
1954|Dell Piano Black Inspiron 620 i620-9994NBk Desktop PC Bundle with Intel Core i5-2310 Processor 1TB Hard Drive 24  LCD Monitor and Windows 7 Home Premium|Dell Inspiron 620|798.0|40.0|Dell|28.44 x 20.25 x 17.25 inches
1955|Post-it Pop-up Notes Super Sticky Super Sticky Pop-Up Notes 3 x 3 Tropical 10 90-Sheet Pads Pack|R33010SST|15.94|0.91||
1956|Post-It Super Sticky Color-Coding Labels 2700-W|2700-W|10.48|0.48|POST-IT|12.3 x 9.6 x 0.25 inches
1957|Wilson Jones Basic Vinyl Round Ring Binder|36834NBL|6.79|0.907|Wilson Jones|
1958|MMF Industries Self-Adhesive Currency Straps|216070C08|9.2|0.994||
1959|Da-Lite Da-Plex Deluxe Rear Projection Screen - 78 x 139 HDTV Format|27573|7452.99|621.0|Da-Lite|
1960|Nikon Speedlight SB700 Electronic Flash for D7000|SB700|329.0|2.05|Nikon|5.0 x 4.1 x 2.8 inches
1961|Arkon Mini Friction Dashboard Windshield Cell Phone Mount|SM512|18.97|1.85|Arkon|9.5 x 8.0 x 2.5 inches
1962|StarTech 1 Slim 3.5mm to Right Angle Stereo Audio Cable M M|MU1MMSRA|7.88|0.03|StarTech|8.78 x 4.96 x 0.39 inches
1963|Human Toolz 3-in-1 Netbook Pad Galaxy Black Champagne|3N1MGC|9.88|0.16|Human Toolz|8.86 x 5.31 x 0.04 inches
1964|Just Mobile Aluminum Slide Stand for iPad Silver|ST-828|49.88|0.92|Macsense|6.0 x 4.25 x 2.25 inches
1965|3M Porcelain Whiteboard 8 x4 Aluminum Frame||710.99|56.0|3M|
1966|Cables Unlimited 15 USB 2.0 A to B Cable Clear|USB-5010-05M|8.88|0.5|Cables Unlimited|180.0 x 5.0 x 1.0 inches
1967|Chief Manufacturing Universal Dual Swing Arm LCD Wall Mount in Silver 26 - 40 Screens||199.2|15.8|Chief Manufacturing|20.375 x 14.6875 x 12.125 inches
1968|Chief Manufacturing Fusion Large Tilt Wall Mount 37 - 63 Screens||159.2|21.15|Chief Manufacturing|
1969|Velcro 12  Memo Board|91655|9.88|0.95|Velcro|12.0 x 12.0 x 0.5 inches
1970|ZIP-LINQ Retractable 4Pin to 4Pin Firewire Cable|ZIP-1394-C08|9.88|0.25|Zip-Linq|11.25 x 9.45 x 7.0 inches
1971|Philips 7-Outlet Power Strip White 3|SPS1070A/17|0.0||Genuine Phillips|
1972|SanDisk 8GB microSDHC Memory Card|SDSDQ008GA11M|24.88|0.2|SanDisk|6.0 x 4.8 x 0.4 inches
1973|ioSafe Solo - 1 TB Fireproof Waterproof External Hard Drive includes 1k Disaster Recovery Service|SL1000GBUSB20|199.58|17.0|IOSAFE|17.0 x 10.0 x 8.0 inches
1974|ASUS 24  Class Full-HD 1080p LCD Monitor VW246H|VW246H|199.0|16.95|Asus|25.16 x 18.6 x 7.25 inches
1975|PC Treasures PocketPro 11.6  Netbook Case Red|7068|15.88|0.75|PC Treasures|12.5 x 9.5 x 1.25 inches
1976|Swann Alpha D5 - AIO 19  H.264 4 Channel Security Camera DVR|SWA49-D5|749.54|17.6|Swann|17.4 x 15.0 x 7.7 inches
1977|HP ED493UT Smart Auto Power Adapter|ED493UT|97.88|1.3|HP|8.5 x 7.9 x 1.3 inches
1978|Brother TZ232 Laminated Tape Cartridge|TZ232|19.88|0.15|Brother|6.12 x 3.87 x 0.99 inches
1979|Iomega 1TB Ego Desktop USB 2.0 Portable Hard Drive - Midnight Blue|34837|89.98|3.0|Iomega|9.0 x 6.0 x 2.5 inches
1980|Sony MDRAS30G Sport Headphones - Behind The Neck|MDRAS30G|19.88|0.45|Sony|9.2 x 7.2 x 2.0 inches
1981|HP 82 High-Capacity Black Inkjet Cartridge CH565A|HP CH565A|39.88|1.0|HP|6.18 x 4.69 x 1.65 inches
1982|PC Treasures SlipIt 15.6  Laptop Case Green|7316|15.6|1.5|PC Treasures|15.0 x 10.0 x 1.0 inches
1983|Incipio Smart Feather for Apple iPad 2 Lime|IPAD-228|33.25|1.0|INCIPIO|9.5 x 7.5 x 0.2 inches
1984|Gear Head Dual Laptop Cooling Fan CF3000U|CF3000U|15.0|6.96|Gear Head|17.32 x 10.99 x 2.72 inches
1985|Avery Address Inkjet Label Clear 750ct|58660|0.0||Avery|12.0 x 1.0 x 1.0 inches
1986|Eaton 3S750 UPS 750VA|3S750|86.88|11.18|Eaton|16.25 x 9.0 x 5.25 inches
1987|iLuv iCC790BLK Universal Windshield Smartphone Mount Kit Black|iCC790BLK|24.88|0.2|iLuv|6.1 x 6.0 x 3.2 inches
1988|Stanley Bostitch 00540 AntiJam Extra Heavy-Duty Stapler 215-Sheet Capacity Black|540|65.0|3.647|Stanley Bostitch|
1989|Avery NoteTabs 3 Cool Assortment Perforated 12-Pack||6.75||Avery|
1990|Avery 2  Durable View Binder Black|17548|5.47|1.4|Avery|11.625 x 11.01 x 3.001 inches
1991|Cocoon Innovations 11  Neoprene iPad Netbook Case Gray|CNS360GY|34.99|1.4|COCOON INNOVATIONS|14.0 x 9.0 x 1.75 inches
1992|Wintec FileMate 4GB SDHC Secure Digital Flash Memory Card|3FMSD4GB-R|7.99|0.14|Wintec|5.25 x 4.13 x 0.63 inches
1993|Link Depot 10 Ethernet Enhanced CAT6 Networking Cable Red|C6M-10-RDB|4.68|0.85|Link Depot|12.0 x 7.5 x 0.5 inches
1994|Link Depot 10 Gold Plated HDMI to HDMI Micro High Speed HDMI Cable with Ethernet|HDMI-10-MICRO|7.98|0.85|Link Depot|8.0 x 6.5 x 1.0 inches
1995|Epson 2000 Hours UHE Replacement Projector Lamp V13H010L38|V13H010L38|291.84|0.6|Epson|5.6 x 5.5 x 5.0 inches
1996|Da-Lite Silver Matte Model C Manual Screen - 6 x 8 AV Format|90543|420.45|52.0|Da-Lite|
1997|D-Link DGS-1005G 5-Port Gigabit Desktop Switch|DGS1005G|27.88|1.1|D-Link|10.0 x 8.3 x 2.8 inches
1998|Samsung 22  Class LCD 1080p  60Hz HDTV LN22D450|LN22D450|224.0|14.65|Samsung|21.4 x 15.6 x 6.8 inches
1999|SIIG Wireless Ultra-Slim Multimedia Mini Keyboard|JK-WR0612-S1|30.88|1.1|SIIG|12.3 x 6.5 x 0.8 inches
2000|Bower SS2477 Digital Wrist Strap Grey|RELAUNCH SS2477G|7.98|0.05|Bower|4.5 x 4.4 x 4.0 inches
2001|Mukii TIP-230U2-BK 2.5  SATA to USB 2.0 Portable Hard Drive Aluminum Enclosure Black|TIP-230U2-BK|11.98|0.05|MUKii|7.0 x 4.14 x 2.0 inches
2002|HP Color LaserJet 4600 Smart Print Cartridge Magenta|C9723A|234.84|4.2|HP|12.0 x 6.0 x 4.0 inches
2003|Olympus Zuiko 8mm f3.5 Digital Fisheye Lens|261010|721.54|1.7|Olympus|7.0 x 5.0 x 4.75 inches
2004|Pioneer CDx-P680 6-Disc CD Changer|CDX-P680|218.0|7.5|Pioneer|13.75 x 10.0 x 8.0 inches
2005|MEM 1GB 1333MHz DDR3 Non-ECC CL9||14.92||Kingston|
2006|Cables Unlimited USB 2.0 7 Port Hub With Power|USB-1870|27.0|0.35|Cables Unlimited|9.2 x 3.3 x 2.2 inches
2007|Flip Ultra U1120 White Camcorder 2 Hour Recording Time 4GB 2nd Generation|U1120W|109.0|0.85|Flip Video|4.25 x 2.19 x 1.17 inches
2008|rooCASE 2 in 1 Capacitive Stylus   Ballpoint Pen for iPad 2 Tablet|219943|15.99|0.3|rooCASE|4.75 x 0.2 x 0.2 inches
2009|EDGE 1GB 1X1GB PC25300 ECC UNBUFFERED 240 PIN DDR2 DIMM|PE197780|26.82|0.25|EDGE|9.0 x 6.0 x 3.0 inches
2010|Draper Glass Beaded Ultimate Access Series E Electric Screen  - AV Format 9 x 9|119036|2399.45|152.0|Draper|
2011|Sumdex NeoMetro Route Brief for 17  MacBook Pro|154678|55.99|3.68|Sumdex|16.25 x 12.25 x 2.25 inches
2012|Kimberly-Clark Professional Wypall L30 Wipers 90 sheets 12 ct|5812|59.97|17.0|KIMBERLY-CLARK PROFESSIONAL|22.25 x 12.563 x 12.375 inches
2013|Xantech 29110Dbkit Designer Hidden Link Infrared Kit Black|29110DBKIT|56.88|1.15|Xantech|6.2 x 5.55 x 3.3 inches
2014|Storm 2306 Case with Foam Olive Drab|IM2306-30001|97.88|6.0|Storm|18.6 x 9.1 x 7.1 inches
2015|Kimberly-Clark Professional Scott Slimroll Hand Towel System White|10442|44.97|5.0|KIMBERLY-CLARK PROFESSIONAL|14.125 x 12.5 x 7.875 inches
2016|Asus Blue 10.1  1015B-MU17-BU Netbook PC with AMD C30 Processor and Windows 7 Starter|1015B-MU17-BU|278.0|4.16|Asus|12.0 x 10.0 x 2.5 inches
2017|Crown Ecoplus Mat 4 X 6 Charcoal|ECR046CH|144.97|20.0|Crown|50.0 x 6.5 x 6.5 inches
2018|Wintec FileMate 4GB CompactFlash Memory Card|3FMCF4GB-R|15.98|0.24|Wintec|5.25 x 4.13 x 0.63 inches
2019|HON Metal Bookcase 34-1 2w x 12-5 8d x 81-1 8h|S82ABCP|369.0|97.0|HON|81.125 x 34.5 x 12.625 inches
2020|Da-Lite Da-Plex Deluxe Rear Projection Screen - 96 x 96 AV Format|27557|6426.99|544.0|Da-Lite|
2021|Crown Cushion-Step Rubber Mat 36 X 72 Marbleized Black|CU3672BK|194.97|18.0|Crown|38.0 x 6.0 x 6.0 inches
2022|PC Tools Spyware Doctor 2011 1year User 3 PCs for Pc|21072828|17.82|0.15|Symantec|8.0 x 5.04 x 1.03 inches
2023|Minnesota Vikings Camera Case|FVA3052|19.99||Tribeca|
2024|Logitech N315 Lapdesk|N315|24.88|2.0|Logitech|15.0 x 11.0 x 1.0 inches
2025|MSI N570GTX Graphics Card|N570GTXM2D12D5O|393.99|3.2|MSI|13.8 x 10.5 x 3.3 inches
2026|Canon 8367A001AA BCI-1421 Black Ink Tank For image PROGRAF W8200Pg Large Format Printer|8367A001AA|149.0|1.15|Canon|4.75 x 4.5 x 1.0 inches
2027|JWin iLuv Premium Earphones Pink|IEP505PNK|26.88|9.92|iLuv|8.35 x 4.41 x 1.97 inches
2028|Acer Iconia Tablet Bluetooth Keyboard|A500K01|49.0|0.8|Acer|6.57 x 2.36 x 2.17 inches
2029|Toshiba 55  Class LCD 1080p 120Hz HDTV 55G310U|55G310U|899.0|90.39|Toshiba|52.28 x 33.49 x 4.09 inches
2030|Energizer ER-P240 Cordless Phone Battery||11.88|0.1875|Energizer|3.0 x 1.5 x 0.5 inches
2031|Sony Handycam Mini DVD RW for DVD Camcorders 3-Pack|3DPW30R2H|12.0|0.25|Sony|4.17 x 3.86 x 0.28 inches
2032|CyberPower 2800 Joules 8 Oulet Surge Protector|880|23.88|2.3|CyberPower|14.5 x 9.0 x 2.25 inches
2033|Canon CLI-221 Magenta Ink Cartridge 2948B001|CLI221MAG|16.84|0.1|Canon|3.5 x 1.0 x 1.0 inches
2034|Micro Innovations Full Size Multimedia Stereo Headset|MM750H|13.82|0.8|Micro Innovations|11.34 x 8.66 x 4.13 inches
2035|Sumdex Aircube for 15  MacBook Pro|138546|21.59|1.0|Sumdex|14.75 x 10.25 x 1.15 inches
2036|Magna Case Travel Camera Case SLR DSLR Shoulder Pack|127329|47.99|1.8|Magna Case|11.5 x 8.0 x 7.0 inches
2037|Corsair XMS2 4 GB 2 X 2 GB PC2-6400 800 MHz 240-PIN DDR2 Dual-Channel Memory Kit - TWIN2X4096-6400C5|TWIN2X4096-6400C5|74.82|0.1|Corsair|7.5 x 5.0 x 0.5 inches
2038|Clarity Professional XL45 Digital Extra Loud CID Big Button Speakerphone|54500.001|96.84|3.1|Clarity|12.25 x 10.5 x 3.75 inches
2039|StarTech.com PM1115U Fast Ethernet Print Server|PM1115U|40.84|1.12|StarTech|2.95 x 2.17 x 0.79 inches
2040|Skooba Design Skooba Skin 1617 Large Laptop Sleeve in Blue Microsuede with Blue Lining|725-303|33.99|3.0|Skooba Design|17.0 x 12.5 x 2.5 inches
2041|Draper Glass Beaded Rolleramic Electric Screen - AV Format 8 x 10|115041|1551.95|194.0|Draper|
2042|Draper Truss-Style Dress Kit Black Velour|222045|1584.0|90.0|Draper|
2043|Philips 6 HDMI Ethernet Cable|SWV3481S/17|27.0|0.45|Philips|9.5 x 9.5 x 3.5 inches
2044|jWIN Bluetooth Keyboard for iPad iPhone|IBTKB20BLK|63.88|12.23|JWin|10.43 x 5.47 x 0.98 inches
2045|Dell Piano Black Inspiron 560 i560-2191NBK Desktop PC Bundle with Intel Pentium Dual-Core E6700 Processor 500GB Hard Drive 20  Widescreen Monitor and Windows 7 Home Premium|Dell Inspiron 560|498.0|36.85|Dell|25.13 x 19.63 x 18.25 inches
2046|X-ACTO ProX Electric Pencil Sharpener Silver|1612|59.97|4.0|X-Acto|
2047|Corsair Value Select CMV4GX3M1A1333C9 4GB DDR3 1333MHz SDRAM Desktop Memory Module|CMV4GX3M1A1333C9|49.82|0.1|Corsair|6.0 x 4.25 x 1.25 inches
2048|Da-Lite Matte White Deluxe Model B Manual Screen - 60 x 60 AV Format|40223|118.99|21.0|Da-Lite|
2049|Adobe Creative Suite v.5.0 Design Premium Upgrade Version Windows|65065612|578.54|0.5|Adobe|7.9 x 7.1 x 1.8 inches
2050|CP Technologies Clearlinks 6.6 Premium Gold HDMI Cable|CL-HDMI-PG-6.6FT|11.4|0.3|CP TECH|7.5 x 6.75 x 1.5 inches
2051|IOGEAR 2.4GHz Multimedia Keyboard Black|GKM561RW4|62.95|1.9|IOGEAR|14.8 x 8.4 x 1.9 inches
2052|Georgetown Hoyas iPhone 4 Case Black Shell|FVA3162|29.99||Tribeca|
2053|Samsung 1GB DDR2 SDRAM Desktop Memory Module|MV-2V1G4/US|22.88|0.06|Samsung|8.0 x 3.5 x 0.5 inches
2054|Samsung HT-D5300 3D Wi-Fi Ready Home Theater System|HT-D5300|298.0|29.4|Samsung|22.09 x 16.38 x 13.54 inches
2055|Energizer 9V NiMH 150mAH Rechargeable Battery|NH22NBP|12.97|1.0|Energizer|4.3 x 3.7 x 0.7 inches
2056|HP 45 Black Inkjet Cartridge 51645A|HP 51645A#140|34.97|0.35|HP|1.0 x 1.0 x 1.0 inches
2057|Belkin 14-Foot Cat6 Ethernet Cable|A3L980v14-BLK-S|7.88|0.46|Belkin|168.0 x 2.0 x 0.3 inches
2058|Sony 1GB Memory Stick Pro Duo Mark 2 2-Pack||29.0||Sony|
2059|Panasonic KX-TG6445T 5-Handset DECT Talking Caller ID with Dual Keypad Telephone|KX-TG6445T|108.84|4.55|Panasonic|6.3 x 6.2 x 5.4 inches
2060|Kimberly-Clark Professional Scott Jumbo Two-Ply Bathroom Tissue 4 ct|3148|41.97|11.0|KIMBERLY-CLARK PROFESSIONAL|18.375 x 9.25 x 8.125 inches
2061|Brenthaven ProLite III Shoulder Case Black|114717|79.99|4.49|Brenthaven|19.0 x 14.0 x 5.0 inches
2062|Brother LC51C Cyan Inkjet Cartridge For MFC-240C Multi-Function Printer|LC51C|13.49|0.134|Brother|
2063|Gear Head MP2300BLK 3 Button Wireless Optical Wheel Mouse - Black Silver|MP2300BLK|13.82|0.4|Gear Head|8.4 x 5.9 x 1.9 inches
2064|MacCase 15  Premium Leather MacBook Pro PowerBook Sleeve|93714|111.96|2.15|MacCase|15.25 x 10.75 x 0.75 inches
2065|SIIG USB Premium Aluminum Keyboard with Hub|JK-US0412-S1|69.84|2.46|SIIG|20.0 x 8.0 x 2.0 inches
2066|Draper M1300 Signature Series V Electric Screen  - NTSC 230 diagonal|100327|5382.7|315.0|Draper|
2067|Draper High Contrast Grey Ultimate Access Series E Electric Screen  - AV Format 72 x 96|119175|2282.45|138.0|Draper|
2068|Draper DiamondScreen Rear Projection Screen with System 400 Black Frame - 160 diagonal NTSC Format|127149|30515.5|754.0|Draper|
2069|Kodak 10C Color Ink Cartridge|10C|19.97|1.2|Kodak|5.31 x 3.0 x 2.0 inches
2070|Case Logic Kindle DX  Case|153344|23.99|0.19|Case Logic|11.25 x 8.0 x 1.25 inches
2071|Lexar Media LJDFF8GBASBNA 4GB JumpDrive FireFly USB 2.0 Flash Drive|LJDFF8GBASBNA|16.57|0.08|Lexar Media|6.3 x 4.5 x 0.18 inches
2072|Pioneer 6.5  4-Way Speakers 350W|TS-A1684R|113.0|4.9|Pioneer|16.0 x 8.5 x 4.4 inches
2073|Outdoor Bag for iPad White|TR-ODBIPAD-WT/EN|39.99|0.9|Simplism|9.8 x 8.4 x 1.4 inches
2074|Basyx Return Shell 48-1 4 x24 x29 Medium Cherry||252.0|79.0|Basyx|
2075|iFrogz iPod iPhone Lux Car Charger Red|CHARGERLUXRED|11.0|0.1|iFrogz|6.9 x 3.9 x 0.75 inches
2076|Ampad Spiral Steno Book Gregg Rule 6 Canary 70 Sheets|25473|5.15|0.517|Ampad|
2077|Wintec FileMate 16GB Color Mini USB Flash Drive Aqua|3FMSP01U2AQ-16G-R|24.84|0.12|Wintec|6.0 x 4.0 x 0.75 inches
2078|DYMO D1 Standard Tape Cartridge for Dymo Label Makers 1 4in x 23ft Black on Clear|43610|17.27|0.057|Dymo|
2079|Acme Smart 15  Laptop Sleeve Wet Black Antik|AM00778-CEU|29.88||Acme|15.0 x 13.5 x 1.5 inches
2080|Alera Valencia Series Reversible Return Bridge Shell|VA354824MY|109.0|84.0|Alera|47.25 x 29.5 x 23.5 inches
2081|Da-Lite Silver Matte Model C Manual Screen - 8 x 8 AV Format|90544|441.95|50.0|Da-Lite|
2082|Da-Lite Cherry Veneer Model B Manual Screen with Matte White Fabric - 60 x 60 diagonal Video Format|73179|167.99|16.0|Da-Lite|
2083|Cables Unlimited SATA II 3Gbps to eSATA Cable with Straight Connectors|FLT-6600-39|9.82|0.9|Cables Unlimited|7.5 x 5.0 x 1.0 inches
2084|HP Webcam HD 3110|HP BK357AA|33.88|0.55|HP|2.925 x 2.76 x 2.571 inches
2085|PC Treasures SlipIt 17.3  Neoprene Laptop Case Titan|7627|19.99|1.7|PC Treasures|17.0 x 11.0 x 1.5 inches
2086|Sony Cyber-shot DSC-W560 14MP Compact Camera Blue w 4x Optical Zoom 720p Movie 3.0  LCD w 50 Bonus Prints|DSC-W560/L|149.0|0.85|Sony|8.0 x 6.0 x 3.0 inches
2087|Endust for Electronics Ultimate Office Cleaning Combo|12886BP|64.99|2.7|Endust|9.2 x 6.8 x 6.4 inches
2088|Targus Red TG-6660TR Tripod With 3-Way Panhead|TG-6660TR|29.98|4.17|Targus|27.0 x 5.3 x 4.5 inches
2089|Netgear ProSafe GS716T 16-Port Ethernet Switch|GS716T-200NAS|238.0|7.52|NETGEAR|20.5 x 12.1 x 4.25 inches
2090|VisionTek 900252 Radeon HD 4650 1 GB 128-bit GDDR2 PCI Express 2.0 Graphics card.|900252|86.92|1.4|Visiontek|10.7 x 8.3 x 2.8 inches
2091|Scosche FPTM Mirrored Screen Protector Kit for iPod touch 4G 2pk|FPTM|21.88|0.05|Scosche|6.8 x 3.8 x 1.8 inches
2092|Night Owl ZEUS-810 16-Channel H.264 DVR Kit with 1TB Hard Drive||773.82||Night Owl|
2093|Epson T125420 Yellow DURABrite Cartridge|T125420|11.88|0.1|Epson|4.4 x 3.3 x 0.7 inches
2094|Baltimore Ravens iPod Touch 4G Hard Case|FVA4584|29.99||Tribeca|
2095|Middle Atlantic Cable Management Straps|TW12|12.99|0.2|Middle Atlantic|
2096|Inland Titan Pro Rolling Notebook Case|IPI02453|47.88|17.0|Inland|15.94 x 11.8 x 2.99 inches
2097|HP 564 Tri-color Combo Inkjet Cartridge CD994FN|HP CD994FN|26.5|0.25|HP|6.38 x 4.53 x 1.44 inches
2098|Cobra 4-Pin Microphone With Noise Canceling Feature|HG-M77|18.36|0.64|COBRA|8.5 x 5.9 x 3.0 inches
2099|Grandtec MOU-600I Virtually Indestructible Mouse|MOU-600I|20.84|0.45|Grandtec|4.5 x 4.3 x 3.5 inches
2100|Imation 26654 Swivel 8GB USB2.0  Flash Drive|26654|25.84|0.12|Imation|2.17 x 0.67 x 0.55 inches
2101|Elite M150XWV1 Screens Manual Projection Screen|M150XWV1|187.84|43.0|Elite Screens|117.225 x 5.4 x 5.4 inches
2102|Kensington K72274US Notebook Keypad Calculator with USB Hub - PC   MAC Compatible|K72274US|22.88|0.73|Kensington|5.5 x 2.75 x 1.0 inches
2103|IOGear 2-Port USB 2.0 Printer Auto Sharing Switch Black|GUB211W6|22.92|0.45|IOGEAR|8.1 x 5.5 x 1.9 inches
2104|Draper High Contrast Grey Ultimate Access Series E Electric Screen - NTSC 11 diagonal|119183|2375.95|148.0|Draper|
2105|Coby Purple High-Performance Isolation Stereo Earphones CVEM79PUR|CVEM79PUR|8.54|16.5|Coby|7.0 x 2.5 x 1.0 inches
2106|XM XMp3i Portable Satellite Radio and MP3 Player with Home Kit|XPMP3H1|149.0|2.4|Audiovox|9.85 x 7.0 x 2.9 inches
2107|Atrend-Bbox A201-12CP B Box Series Single-Sealed 10  Up-Fire Enclosure|A201-12CP|60.88|19.45|Atrend|33.5 x 14.0 x 8.25 inches
2108|Regular Staples 15 000ct|1005NX-B|0.0||Generic|4.37 x 2.519 x 2.165 inches
2109|Targus Antibacterial Screen Cleaning Cloth|AWV02US|8.88|0.01|Targus|7.0 x 5.0 x 0.05 inches
2110|Rubbermaid Commercial Slim Jim Gray Confidential Document Retrofit Lid Kit|9W16GY|52.97|1.65|Rubbermaid Commercial|14.5 x 12.5 x 3.0 inches
2111|Motorola Droid 2 Vehicle Dock with Vpa|89431N|25.82|2.5|Motorola|3.7 x 2.4 x 2.4 inches
2112|Da-Lite Video Spectra 1.5 Model C with CSR Manual Screen - 7 x 9 AV Format|82976|697.99|62.0|Da-Lite|
2113|Da-Lite High Power Model C Manual Screen - 8 x 10 AV Format|83207|797.99|66.0|Da-Lite|
2114|Da-Lite Video Spectra 1.5 Advantage Manual with CSR - Video Format 84 diagonal|85703|847.99|63.0|Da-Lite|
2115|Da-Lite High Power Model B Manual Screen with CSR - 84 x 84 AV Format|85303|372.99|28.0|Da-Lite|
2116|Case Logic 12.1  Laptop Sleeve|147731|19.99|0.64|Case Logic|12.4 x 9.4 x 1.5 inches
2117|Cables To Go 3 Mini USB Cable|27329|5.88|0.1|Cables To Go|9.5 x 5.3 x 0.25 inches
2118|Antec TriCool 92mm Double Ball Bearing Case Fan|TRICOOL 92MM DBB|8.25|0.35|ANTEC|8.9 x 7.25 x 2.0 inches
2119|Netgear ProSafe Plus 8-Port Ethernet Switch|GS108E100NAS|78.88|1.9|NETGEAR|7.3 x 5.2 x 4.0 inches
2120|Compaq Black 20  Presario CQ1-2025 All-in-One Desktop PC with AMD Fusion E-350 Processor Windows 7 Home Premium|HP CQ1-2025|479.0|16.3|Compaq|20.0 x 13.6 x 6.0 inches
2121|Cooler Master ATX Centurion 534 Tower Black|CENTURION534BK|56.25|21.05|Coolermaster|22.0 x 20.0 x 11.1 inches
2122|3M Dry-Erase Board Porcelain 8 x4 Aluminum Frame||707.59|56.0|3M|
2123|Panasonic Lumix DMC-TS3S Silver 12.1MP Digital Camera w 4.6x Optical Zoom 2.7  LCD HD Movie Recording|Panasonic DMC-TS3S|333.54|1.12|Panasonic|4.07 x 2.52 x 1.04 inches
2124|Seagate Barracuda 500GB Internal Hard Drive|ST3500413AS|44.99|1.2|Seagate|5.8 x 4.0 x 1.0 inches
2125|Scosche IT4SCBK TCH 3 Switchback|IT4SCBK|32.88|0.5|Scosche|8.0 x 4.5 x 1.0 inches
2126|PNY 4GB SDHC Memory Card Class 4|P-SDHC4G4-EF|8.98|0.3|PNY|1.25 x 0.95 x 0.01 inches
2127|SVAT Ultra-Slim Web-Ready 8 Channel DVR Security System with Built-in 19  LCD Screen and 4 Indoor Outdoor Hi-Res Night Vision Surveillance Cameras|CLEARVU10|1199.0|40.15|SVAT Electronics|18.5 x 18.0 x 7.5 inches
2128|Crown Industrial Deck Plate Antifatigue Vinyl Mat 36 X 144 Black||349.97||Crown|
2129|Targus 15.4  Metro Roller Notebook Bag|146437|47.99|7.5|Targus|18.0 x 15.0 x 10.25 inches
2130|Ematic 4GB Video MP3 Player with 2.4  LCD built in 5MP Digital Camera  Assorted Colors|EM504CAMB|39.88|1.2|Ematic|3.25 x 2.0 x 0.5 inches
2131|Sumdex Mini Camera Case|13419|15.99|1.0|Sumdex|5.25 x 4.0 x 3.5 inches
2132|TRENDnet TU2-ETG USB to Gigabit Ethernet Adapter - USB - 1 x RJ-45  - 10 100 1000Base-T|TU2-ETG|34.66|0.4|TRENDnet|7.6 x 5.1 x 0.59 inches
2133|HP C7971A  LTO Ultrium 1 Tape Cartridge|C7971A|39.88|0.6|HP|4.28 x 4.05 x 1.13 inches
2134|EDGE 4GB 2X2GB PC25300 NONECC UNBUFFERED 200PIN DDR2 SODIMM|PE20823302|69.82|0.35|EDGE|9.0 x 6.0 x 3.0 inches
2135|Epson S041226 Very High Resolution Print Paper|S041226|244.88|12.44|Epson|41.4 x 4.5 x 3.6 inches
2136|Lorex LW1002 LIVE Wireless Security Cameras|LW1002|119.0|19.8|Lorex|11.4 x 8.3 x 6.3 inches
2137|Draper M1300 Cineperm Fixed Frame Screen - 250 diagonal NTSC Format|250020|2453.45|100.0|Draper|
2138|Da-Lite Pixmate 20 x 30  UL listed Adjustable Shelf Wide Base Television Cart 43 - 49 Height|6026E|253.51|65.0|Da-Lite|49.0 x 30.0 x 20.0 inches
2139|AGF BlackBerry Torch 9800 9810 Endo GRT Case Black Black|HA0435-M005|25.88|0.35|AGF|6.7 x 4.25 x 2.4 inches
2140|HTC Sensation 4G|610214626400|0.0||Generic|6.496 x 3.641 x 2.02 inches
2141|Griffin iPod Touch 4G Dflex Protection System Front Only|NA02046|19.88|0.1|Griffin|6.9 x 4.1 x 0.7 inches
