id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/releaseDate|https://www.scads.de/movieBenchmark/ontology/job
5983||Albert Maysles|||||directors
5985|Moonlight Destiny||Ra On lives as a boy named Sam Nom in the capital, getting paid to help unrequited lovers find their path towards each other. Lee Yeong, the crown prince, is more interested in visiting the capital and playing hooky rather than focusing on his studies |1.0|1.0|2016-08-22|
5986||Talal Derki|||||director
5987|Ben's Birthday Party||'Ben Stiller gets upset when Larry refuses to sing ''Happy Birthday'' to him.  Larry then hits him in the eye with a toothpick.|2.0|4.0|2004-01-11|
5988|The Pickle Gambit||Larry reaches out to a familiar face, gives a hotel guest sartorial advice and looks to create a diversion to help a friend’s nephew.|2.0|9.0|2017-10-08|
5990|P-R-PROM||'It's prom night, and all three DiMeo kids are going, which leaves Maya and Jimmy with a rare night to themselves. Kenneth is shocked to learn that they like to spend their nights without the kids to bring up past arguments they have bottled up or ignored in the past. Later at school, Ray thinks he is finally about to have his first make-out session with a girl, but learns differently when she uses the ''R'' word. Meanwhile, a wary JJ bonds with someone who is sick of being the center of attention at school functions.|21.0|1.0|2017-05-03|
5992|How I Got My Vase||While at Kylie's, Simon steals one of Reba's dresses and tries it on back at home. Ashlene takes a Polaroid photo of him wearing it and threatens to show it to everyone unless he styles her hair to look like Heather Small's. Debbie finds the dress in the bin, assumes Reba is having an affair with Andy, and fights her in the street. Simon reveals that he took the dress. Debbie tries to quit drinking alcohol but starts again when Andy tells her she is boring when she is sober. Simon sees supposedly-vegan Hayley eating a burger and threatens to tell everyone. To keep him quiet, she gives him £30, which he spends on a vase that he has had his eye on for a long time.|1.0|1.0|2008-10-02|
5993||Michael Richards|||||guestStars
5995|Koyomi Dead|||32.0|0.0|2016-03-26|
5996||Siv Svendsen|||||guestStars
5997|Firefly||Isabella Rossellini explores the mating habits of fireflies.|4.0|1.0|2008-05-05|
5999|Piggy Blues||Monty discovers Jimmy Jones is sad and tries to cheer him up, but wonders why everyone can't be happy all the time.|46.0|1.0|2017-07-03|
6001|What The Heart Wants||Fukuda tells Young Jin to wake Mr. Kuroba Kaito using an injection, and when she does, Won Bong spews up blood and fakes his death. Just as she and the Heroic Corps had planned, Fukuda buys into the act. Meanwhile, Seung Jin deals with Matsuura and tells him he wants a part of the bounty for giving him Won Bong.|21.0|1.0|2019-06-08|
6002||Bibiane Zeller|||||actor
6003||Kevin Moppet|||||guestStars
6004||Harper Roisman|||||guestStars
6006||Joshua Corey|||||writers
6007|Brennidon||Richard visits his birthville Brennidon, which causes the D'Harans to return to the village looking for him.|4.0|1.0|2008-11-15|
6014||Teodora Marcella|||||guestStars
6017|Presenting document American – The Bill Hicks Story|||67.0|0.0|2014-10-08|
6018||Simon Oakland|||||guestStars
6021||Mike Bonanno|||||directors
6022|Haunted Houses||In 2002, Cohle and Hart begin to fall back to familiar and violent obsessions. Hart exacts savage vengeance on a pair of teenage boys, and Cohle becomes convinced they left something undone in 1995. Working on his own, Cohle traces a sinister connection between missing children along the coast and evangelist Billy Lee Tuttle's Wellsprings Program. Hart is reintroduced to a former prostitute he met during the Lange investigation. In 2012, Papania and Gilbough question Maggie, now divorced from Marty, about Cohle and Hart during 2002, the year their relationship fractured and Cohle quit the force following a suspension.|6.0|1.0|2014-02-23|
6024||Michael David|||||guestStars
6025||Lon Chaney Jr.|||||guestStars
6027||Gregory Michael Cooke|||||guestStars
6028|American Pioneers, 1855-1910||The distinctly American voices of Walt Whitman, Edgar Allen Poe, Julia Ward Howe, Herman Melville, and Emily Dickinson. Featured performers: Stacy Keach and Lee Remick.|13.0|1.0|1984-11-18|
6029|One Way Ticket||There's a ticket for entertainer Nita Graham for a trip aboard the Tiki. Adam delivers the ticket in person, but Nita doesn't know what he's talking about, and she isn't planning any trips.|10.0|3.0|1961-12-03|
6030|Wrestling With The Devil||'In Yakima, Washington, high school athletic director ''Gabby'' Moore turns out winning teams and championship athletes. But when two of Gabby's prot?g?s are unexpectedly drawn into his personal life a deadly game of love, loyalty, lust and betrayal arises.|4.0|1.0|2013-11-23|
6031|Birthday||'A young woman is viciously attacked. Falsone and Lewis are called to the scene because the victim wasn't expected to make it. Stivers is working in Sex Crimes and is second to the scene; however, because Homicide was first it is technically their case. The attack is the third in three months and the bosses decide they'll work the case together. Frank's wife is overdue on her delivery. Tim recommends a restaurant whose salad has been known to ''''kick start'''' delivery in pregnant women. Frank gives it a try. Georgia Rae Mahoney meets Kellerman and mentions to him that she has a surveillance tape from Luther's condo. She tells him she'll keep in touch. Kellerman tracks down the old surveillance equipment from Luther's condo. A possible suspect is found in the rape case that doesn't turn into anything. A recanvas of the bars brings a new suspect to light. The salad might have worked its magic, because Mary gives birth, although there are complications that cause Frank to think about the job's|4.0|6.0|1997-11-07|
6033||Park Bo-gum|||||actor
6035|Things We Do For Love||After businessman Adam Armitage pushes a homeless man, he doesn’t know that he’s killed him, so what is the reason why is he running away? Rachel gets married to a happy Sean and Janet admits her marriage is over.|2.0|3.0|2013-04-10|
6036||Lynn Hamilton|||||guestStars
6037||Jamieson Boulanger|||||guestStars
6039|Deception||The military police raid Club Gyeongseong and arrest General Murai. They confiscate documents he had given to Madam Yu and warn them not to say a word of their visit. Meanwhile, Matsuura and Fukuda interview an employee at the telecommunication company with no promising leads.|27.0|1.0|2019-06-22|
6040||Scott Wordham|||||guestStars
6041|Feelings of Devotion||Allen, Lenalee, Krory, Lavi, and Bookman accompany Mei-Ling to meet with her Finder at the Asian Headquarters. However Lulubell and her hoards of Akuma are hot on their trail. Even though she is badly hurt, Mimi decides to help Lulubell in any way she can, even at the cost of her own life. |50.0|1.0|2007-09-18|
6042||Tanya Lewis|||||guestStars
6044||Jay Tobias|||||director
6046||Lisa Newman-Williams|||||guestStars
6047||Nathan Fillion|||||guestStars
6048||Bonnie Mark|||||director
6049|The Corpse-Sniffing Dog||'Over a makeup dinner with the Braudys, Larry openly ponders the question, ''When a husband pays the check, do you have to also thank the wife?'' Meanwhile, Jeff's return home is ruined by his allergy to the family's corpse-sniffing German Shepherd, but his daughter Sammy refuses to give away the dog. Concerned about his agent's welfare, Larry figures out an ingenious way to give the pooch to the Braudys, who are looking for just such a dog.|7.0|3.0|2002-10-27|
6051||Bruno Hampel|||||writers
6053||Luis Guzman|||||guestStars
6055||Kurt Engfehr|||||director
6059|Tsukihi Phoenix - Part 4||After learning from Shinobu that Tsukihi is actually a supernatural being that endlessly reincarnates as a human child after dying, Koyomi leaves Karen standing guard at their house's destroyed front door before setting to the place Oshino used to live to confront Yozuru and Yotsugi. To prepare for their clash, Shinobu draws some of Koyomi's blood to recover her true form and agrees to fight Yotsugi while her master deals with Yozuru. Yozuru reveals to Koyomi that she, Oshino and Kaiki were friends from college and it was Kaiki who told her about Tsukihi being a phoenix. After viciously attacking Koyomi, Yozuru learns that her partner was easily defeated by Shinobu, and just when she is about to confront the vampire, Koyomi rises again, claiming that he would never give up on his sister, no matter what kind of creature she is. Realizing his determination to protect Tsukihi and that he never fought with the intention to kill her, Yozuru decides to give up and leaves peacefully with her familiar. Koyomi returns home to check on Tsukihi and declares to her that he will soon introduce his girlfriend to his sisters. In the end, Koyomi is seen meeting Hitagi at a beach. |11.0|2.0|2012-03-17|
6062||Gene Wang|||||writers
6063|Night of Terror: The Bega Schoolgirls||'Crime Investigation Australia explores the murders of two teenage girls near the NSW town of Bega in 1997.14-year-old Lauren Barry and 16-year-old Nichole Collins disappeared while walking towards home along the Snowy Mountains Highway. A huge manhunt by police and the girls’ families and friends failed to find any trace of them.The girls had been abducted by Leslie Camilleri and Lindsay Beckett who had a combined record of more than 200 convictions.The girls were driven several hundred kilometres across the border into Victoria during which they were repeatedly assaulted and raped, then tied-up and gagged before being murdered.This episode of CIA features detailed re-enactments and interviews with key figures, including the main investigating police from New South Wales and Victoria, and an exclusive interview with Nathan Barry, the brother of one of the murdered girls.|4.0|3.0|2009-05-28|
6064|Trust||Won Bong disseminates a warning letter to the Joseon Governor Office to alert them of the Heroic Corps revolutionary movement. The warning puts Oda, Kento, and Matsuura desperately wanting to capture Won Bong. Meanwhile, the Heroic Corps plan their attack on the Joseon Governor Office.|17.0|1.0|2019-06-01|
6065||Rhea Seehorn|||||guestStars
6066|Sean Penn||Sean Penn sits down with Zach's twin brother, Seth Galifianakis.|10.0|1.0|2010-08-24|
6067|A Bride for the Captain|||23.0|3.0|1962-03-11|
6068||Maryanne Marino|||||guestStars
6069|Kazoops!||Animation in which a boy of six confronts grown-up ideas about the world and sets out to challenge them, embarking on wild imaginary adventures with his pet pig.|||2016-06-20|
6070|Witness||Having discovered the remains of several bodies, Gill and Dodson’s teams need to try and identify them, and attempt to piece together the order in which they were murdered. Joe Bevan remains tight lipped though. After the remains of a teenage girl are found in an upstairs room, Helen is faced with the possibility that her dad killed both her brother and her sister.|5.0|3.0|2013-05-01|
6071||Christine Cynn|||||directors
6074||||2.0|2.0|1964-07-16|
6075||Kincaid Walker|||||guestStars
6076||Michael Kelly|||||actor
6079|A Fairytale of New York||In this half-hour special episode broadcast on Comedy Central, Zach interviews Tina Fey, Jon Stewart and Sir Richard Branson, nominees of The 2012 Comedy Awards.|1.0|0.0|2012-05-06|
6086||Steve Park|||||guestStars
6087||Kim Bum|||||actor
6089|Wrong Place, Wrong Time||The team investigate the murder of a man whose body is discovered shortly after he is reported missing by his son is discovered. Rachel's self-destructive behavior leads to a falling-out with Janet, and forces Sean to realize that his marriage is over.|7.0|3.0|2013-05-22|
6090||Paulette Goddard|||||guestStars
6092|The Diving Bell vs. The Butterglider||Brock, Hank, and Dean must go on a fantastic voyage into Rusty's brain to find out why he's in a coma. Meanwhile, Henchman 21 demands new henchsuits, but the Monarch is too busy obsessing with his latest purchase, a butter-glider. |9.0|4.0|2010-09-12|
6093|The Closing Circle||Vincent Michelet finds that his mother, who he believed dead, is alive in a Swiss Hospital. And his mother tells him that another member of the family is also still alive, his Aunt Vivian, who has a price on her head for collaborating with the Nazis.|5.0|3.0|1961-10-29|
6094|Partners and Other Strangers (1)||'Bayliss has disappeared again as Pembleton and Brodie make their way to the scene of a shotgun suicide. The victim appears to be Beau Felton. Gee's letter, including information gained in the ''''Burundi'''' case, begins to make an impact at the highest levels of the department. Frank returns to the department with the news about his case. Lewis goes off, wondering who is going to be next. Det. Falsone comes to the squad with news about why he thinks Beau Felton killed himself. Lewis and Stivers discuss the Mahoney shooting. Cox finds something interesting about the Felton case; she digs in deeper and the results change the case to a murder. Bayliss turns up the next day and disappears again to his Uncle George's place. Pembleton and Howard try to work with Falsone to find Beau's killer. Gee finds out that Beau had been working undercover for the past six months on the Cantwell auto-theft ring. Megan Russert returns from France.|21.0|5.0|1997-05-09|
6097|Sleepless in Atlanta||Kara tries to protect Mary Jane from the results of a focus group; Niecy tries to shield herself and Treyvion from his father, who unexpectedly returns from college; Patrick tries to balance work and family; and Mary Jane meets with Sheldon DeWitt.|4.0|2.0|2015-02-24|
6098||Rich Grosso|||||guestStars
6101||Steve Coogan|||||guestStars
6103|Episode 13|||13.0|3.0|2019-06-22|
6104||Stephen Ratazzi|||||guestStars
6109||Vanessa Brown|||||guestStars
6110|Sanjay and Craig||'Does your neighbor have butt implants and a blueberry obsession? Can your best friend do ANYTHING without barfing? Welcome to Lundgren, where Sanjay Patel and Craig Slithers have the most rad-awesome adventures imaginable.From their collection of fart jars to their shared love of chicken wings, Sanjay and Craig are more than a boy and his pet snake… they’re family!Ready for the ride? Buckle up your fart baby and grab some napkins because Sanjay and Craig are about to douse you in awesome-sauce. NOICE! See you at the Frycade!|||2013-05-25|
6111|Episode 6||Bernie discovers she is pregnant with Father Matthew's baby. Danny tells Lucy that he knows she was raped. Sergeant Slater's dog Syndrome uncovers something interesting in the lake.|6.0|2.0|1999-02-14|
6122|Once Around the Circuit|||3.0|2.0|1960-10-17|
6125|A Doll's Eyes||'Technically it's not a homicide; however, Pembleton and Bayliss investigate the ''''murder'''' of a small boy who's the victim of a stray bullet, which makes him brain dead. The parents must choose what to do with their son. The Pope is in town.|6.0|4.0|1995-12-01|
6126|Charlize Theron||Zach has a chat with Charlize Theron, Academy Award winner and star of The Road.|6.0|1.0|2009-09-08|
6127||Rachel Brosnahan|||||actor
6128||Michael Bowles|||||guestStars
6130|Hitagi End - Part 3||Returning from his visit at the Polar Snake Shrine, Kaiki asks Hitagi to meet him again, ending up in a Mister Donut restaurant. Kaiki claims that it will be easy for him to deceive Nadeko as at her current condition, she can't doubt anyone - she has turned even more childish than she was in her human state, unable to detect any ill will. He reveals his plan to spare Koyomi and the others by lying to her that they died in an accident, thus he needs Hitagi to convince Koyomi to cease all connections with Nadeko. Hitagi, relieved and crying, thanks him for his services. On the following day, Kaiki is approached by Yotsugi who comes with an ultimatum from Gaen urging him to pull off his scheme to deceive Nadeko, claiming that the stake is too high and the entire city may be destroyed should he fail. Despite accepting ¥3,000,000 as compensation from Gaen, Kaiki moves on with his plan and pays another visit to Nadeko, claiming that he has a special wish she can fulfill and he will keep visiting her in a 100 visit cycle. Nadeko cheerfully tells him that she destroyed the cat's cradle yarn and used a white snake instead. Terrified, he determines she is not only an idiot, but also insane. After the meetup, Kaiki tricks Nadeko's parents to have them leave their house and he takes the opportunity to investigate her room, getting startled upon finding out what she kept hidden inside her closet. |20.0|3.0|2013-12-08|
6131|The Bat Mitzvah||Larry uses Sammie Greene's bat mitzvah to try and clear up a nasty rumor about him; the Blacks announce they're returning home; Larry makes another attempt at dating.|10.0|6.0|2007-11-11|
6135|Christmas Special||A festive edition of the comedy starring Ian McKellen and Derek Jacobi as a couple who have lived together in London for 50 years. Freddie and Stuart invite friends round for a Christmas Day celebration at their flat, where a game of truth or dare leads to unexpected revelations as young neighbour Ash struggles to manage in the kitchen, and Freddie prepares for a big role. With Frances de la Tour and Iwan Rheon.|1.0|0.0|2013-12-27|
6136||Terrance Fleming|||||guestStars
6138||Gloria DeHaven|||||guestStars
6141||Broti Gupta|||||writers
6142|My Family||Monty is teased by a school friend for having a strange family and begins to wish the Kazoops were more like everyone else.|72.0|1.0|2017-10-31|
6143||Frank Martela|||||guestStars
6144|Croesus Crisis||Sunny Boy opens up a casino and Black Jack is furious. Sunny's henchmen attacks the Croesus Palace Casino while Mona is performing. She is saved by Ace who sits in the audience admiring her. Blackjack retaliates by manipulating the machines in Sunny's casino, allowing everybody to win, nearly ruining Sunny. He refuses to pay the won money to the winners. Out for revenge, Sunny pays an employee from Blackjack to bring him the lucky rabbit's paw of him. He gives it to the sorceress, Scaras who uses the paw to manipulate Blackjack and drug him. While Mona's father's health is deteriorating, Mona turns to Ace and asks for his help. Ace furiously tells her that Blackjack is a criminal and hates him, just like Ace despises Blackjack, and he refuses to help. Blackjack turns worser and worser and Mona comes in person to the Magic Express. She reminds Ace that he is responsible for her father's condition. Suddenly, there's a flashback that shows Ace and Jack fighting on a wooden beam over a rag|5.0|2.0||
6145| Bon Appetit - Anchovy||Isabella Rossellini takes a closer look at the life of an anchovy.|2.0|3.0|2009-09-14|
6146||Daisuke Namikawa|||||actor
6147||Nicole Randall Johnson|||||guestStars
6148|Chapter 24||A Special Prosecutor interrogates Francis. Remy Danton tries to keep his options open. Stamper wrestles with his demons.|11.0|2.0|2014-02-14|
6150||Michael Radford|||||director
6151||Katherine Kamhi|||||guestStars
6152||Gavin Goren|||||guestStars
6153|Micro-Algae Man||Mike begins by traveling to Palo Alto, CA to learn how to be a pet groomer, from cutting hair to giving baths.  Mike then goes to Hawaii to turn happy green algae into unhappy red algae to be used as antioxidant gelcaps for human consumption. Finally, Mike goes to Missouri to learn how to be a charcoal factory worker. Mike ends the day with a barbeque and introduces us to the crew that help make the show.|12.0|1.0|2005-11-01|
6154|Beautiful People (2008)||'This glittering and hilarious series delves inside Simon's youthful memories and his desire to escape suburban Reading and live amongst the ''beautiful people'' - from his perspective as a window dresser in a New York department store.Surrounded by dreams of the big and all the beautiful people that go with it, 13-year-old Simon (Luke Ward-Wilkinson) can't open a fridge door without belting out a show tune.But such behaviour will always fall flat on a family even more eccentric than Simon's latest attempts to be fabulous. The Britain of 1997 might be changing, but the Doonan clan remain consistently nuts.|||2008-10-02|
6155|New Orleans||Baz and the mammies head to New Orleans to undertake more death-defying challenges.|2.0|3.0|2016-10-03|
6156||Jon Korkes|||||guestStars
6158|Jerry Seinfeld & Cardi B||Jerry Seinfeld and Cardi B sit down with Zach Galifianakis for an interview without coffee, cars, or money moves.|23.0|1.0|2018-06-14|
6160|Hot in Cleveland||'''Hot in Cleveland'' revolves around three fabulous, eccentric, LA best friends of a certain age whose lives are changed forever when their plane unexpectedly lands in Cleveland and they soon rediscover themselves in this new ''promised land.''|||2010-06-16|
6162||Nelson Mashita|||||guestStars
6166|Chapter 73||Claire tries to tarnish Frank's legacy. Doug provokes Claire by releasing excerpts from Frank's diary. A rift develops between the Shepherds.|8.0|6.0|2018-11-02|
6167||Diana Lynn|||||guestStars
6169||Bob Supan|||||guestStars
6174||Craig Horner|||||actor
6175|Episode 1||Danny is contemplating suicide after being made to feel an outcast after admitting to his wife Emma that he had been gambling again. John Fisher can no longer cope with his wife's affairs and he bludgeons her to death in the bath.|1.0|2.0|1999-01-10|
6176||Bruce Willis|||||guestStars
6177||Robert Bonarth|||||guestStars
6178||Anne Helm|||||guestStars
6179||Ted Wass|||||directors
6180||Scott Aukerman|||||directors
6183|Promo|||1.0|0.0|2013-05-22|
6185||Rachel True|||||guestStars
6186|The Death-Divers|||28.0|1.0|1960-04-25|
6187||Susie Essman|||||actor
6188|Fire (1)||Bolander and Felton are suspended for 22 weeks without pay for incidents related to activities at a police convention in Washington, DC. Howard plans to take the sergeant's exam. Pembleton and Bayliss are assigned to investigate the death of a body found at an arson. At the scene they meet an arson detective that clashes with Frank's working style. Frank hesitates chasing a suspect, and later we learn that his wife is pregnant. Munch also decides to take the exam, and when the wagering begins on who is going to pass, everyone favors Howard. While the detectives are debating whether the fire was set to cover the murder, another fire is started.|1.0|4.0|1995-10-20|
6190||Nathan Darrow|||||actor
6191||Steve Hofvendahl|||||guestStars
6192|My Husband, The Pig||Edie gets an unexpected visit from her son. An unexpected pregnancy causes complications. Victor Lang, a man in his 40s running for mayor of Fairview, introduces himself for Gabrielle. The deceased Rex Van De Kamp narrates.|16.0|3.0|2007-03-04|
6193|The Last Supper||As the West Australia adventure comes to an end, the four youths head to another special experience. This time it’s a whale-watching tour, where you can see real wild whales swimming in front of your eyes. At nature’s grand scene, the members tear up thinking of their past and struggles as a K-POP idol group.|4.0|5.0|2017-11-28|
6195||||4.0|4.0|1966-05-20|
6198||Deron McBee|||||guestStars
6199|Move Over Miami||Agent # 1 and Agent # 2 travel to South Beach, Miami, where the ego driven Mr. Fish and his explosive partner in crime, Rock DeBrie, plot to destroy the trend-setting capitol. With the help of a maraschino cherry camera and a Ricky Martin inflatable decoy. The Agents use their wits and fashion sense to combat Mr. Fish's evil plan to hypnotically dictate international fads.|1.0|1.0||
6200||Richard Levinson|||||writers
6201||Whit Stillman|||||directors
6202||Michael Dante DiMartino|||||directors
6203||Steve Hytner|||||guestStars
6205||Jacques Tourneur|||||directors
6207||Garrett Bales|||||guestStars
6208||Sean Persaud|||||guestStars
6209|As the puppy wanted small dogs|||3.0|1.0||
6210|No Dice!||At the Sunset Casino, Ace was looking for Cosmo when he accidentally bumps into a strange person. Ace follows the strange man into a secret room and discovers he planted a bomb. Ace was caught by the stranger and got stunned while the bomb is heading into the main area of the casino. As for Cosmo, two of Sonny Boy's henchmen throws him out, since Sonny owns the casino and does not welcome Ace and his friends. Ace wakes up and manages to evacuate the casino and was almost killed. Back at the Magic Express, Angel explains the potency of the bomb and tells the only way to prevent the explosion is to keep it at a colder temperature. All of a sudden, Ace gets a call from the same stranger who blew up Sunset Casino saying that he will blow up another casino to put addicted gamblers out of their misery. Ace meets Vega at the police headquarters and learns that someone has demanded exactly $2,307,680 from the DNA Club & Casino. There, Ace, Vega, and Cosmo found the stranger disguised as a woma|26.0|1.0|1999-08-14|
6214|Welcome to the Kingdom of Animals||After having relaxing days in Swakopmund, they hit the road again to see wild animals this time. They head to Etosha National Park which is known as home to numerous kinds of wild animals. They are surprised by an appearance of a wild animal at the entrance of the park. For the second camping in Africa, Jae Hong cooks again. While having dinner, they bring back their old memories and talk about their career and friendship.|4.0|4.0|2016-03-11|
6215||Judy Marshak|||||guestStars
6219|Chapter 19||Amidst an energy crisis, Francis and Tusk end their shaky alliance. Lucas must make a difficult choice. Stamper grows closer to Rachel.|6.0|2.0|2014-02-14|
6221|Hot Tar Roofer||Mike first heads off to Pasadena, California and discovers the difficult step by step process in patching up a roof. Then Mike goes to New Jersey and helps move a 60 ton, 225 year old house.|7.0|1.0|2005-09-27|
6223||J. Smith Cameron|||||guestStars
6226||Lauren Hulsey|||||guestStars
6227|Yotsugi Doll - Part 3||As Yotsugi's words sink in, Koyomi remains unfazed. He reasons that his experiences as a vampire must have come with a price. One that he should have to pay. Yozuru commends Koyomi for his acceptance, but tells him that while there is no way to undo the progress of his transformation, there is a way he can stop it from progressing further: he must no longer use his powers as a vampire. Yotsugi informs Koyomi that he can still use his blood to feed Shinobu, but he shouldn't do it too often, and not to the point where he gains any powers. Yozuru warns him that if he were to progress further toward being a vampire, she would have to kill him, as is her duty as a specialist. This raises Shinobu's ire, and she tells Yozuru that if Koyomi were to die, the restraints on her would be released, returning her to her status as lord of the vampires. She would use that power to kill Yozuru. Yozuru accepts the challenge. Yotsugi, not wanting to see the others fight, urges Koyomi to never use his powers again, in order to keep things the way they are. Reluctantly, Koyomi promises to stop using his powers. Internally, however, he has doubts as to whether or not he can. He knows that if someone he cares about were going to die he wouldn't hesitate to use his powers to save them. Later, as Koyomi and Yozuru are discussing the reasoning behind her focus on killing immortal apparations, Yozuru receives a call from Izuko. Yozuru tells Koyomi and Yotsugi to go to Suruga's house immediately, to check on his sisters. They arrive to find not only Koyomi's sisters, but also Suruga missing. In their place is a series of paper cranes. Yotsugi explains that the bird shape indicates that the kidnapper is after Tsukihi, the phoenix. They meet back up with Yozuru, who explains that the man behind the kidnapping is Teori Tadatsuru, an apparation specialist and doll master. Like Yozuru, Teori is a specialist who focuses on killing immortal apparitions. Yozuru warns Koyomi that he can't use his powers as a vampire to solve this, nor can Shinobu. Koyomi remarks on the costs of his vampire power usage, likening it to divine punishment. Yotsugi and Yozuru disagree, stating that the kidnapping happening the day Koyomi finds out he transformed into vampire is much too coincidental. Koyomi and Yozuru then discuss possibilities for Teori's motivations, and who he is as a specialist. Yozuru says that Teori doesn't hold much in the way of convictions, only that he finds apparitions to be beautiful. Teori himself is an artist, and as a specialist he goes around like Meme, mediating between apparitions and humans. Yozuru then reveals that Teori's true targets are Koyomi and Shinobu, and as Teori operates outside of Izuko's network of specialists, Meme's assertion that Koyomi and Shinobu are harmless means nothing to Teori. The group then looks through the paper cranes, and finds one with Teori's location: the North Shirahebi Shrine. Yotsugi and Koyomi prepare to jump to a location near the mountain where the shrine is. Yozuru will proceed to the shrine on her own, but she tells Koyomi to do things when he feels it's right, and not to wait for her. |17.0|0.0|2014-12-31|
6232||Jon Seda|||||actor
6233|Bad Program||In the Magic Express Ace is working with Angel on a hologram device to clone to create a duplicate of himself for his newest show while Cosmo is busy playing an interactive computer game that is an adults-only rated game called Raptor XII and Cosmo isn't even at age 18. When a lightning hits the train, everything shuts down including Angel. As Ace and Cosmo inspects everything they don't realize someone is in the Express. The person is Lt. Vega and Cosmo that rated AO games are strictly for adults. Vega gets a call from Ms. LeSage, but a mysterious character comes on. The mystery character kidnaps LeSage and the mysterious character was Raptor XII. Senator Dobbs is also kidnap from Raptor XII. Raptor XII is looking for a person name Major. Raptor starts programming more of himself. Ace and Cosmo managed to escaped. But Dobbs is still in trouble.|8.0|1.0|1999-04-17|
6236|Larry vs. Michael J. Fox||Larry accuses his neighbor, Michael J. Fox of harassment; Jeff takes a bullet for Susie; Larry gives an inappropriate gift to Elizabeth's son. |10.0|8.0|2011-09-11|
6237||Bill McLaughlin|||||guestStars
6240|Chapter 28||Claire's U.N. bid runs into trouble. Frank fights off mutiny with a bold address to the country.|2.0|3.0|2015-02-27|
6241||John R. Pepper|||||director
6242|Prophecy||After the murder of his father, and a chance encounter with a mysterious Confessor named Kahlan, Richard Cypher learns of an ancient prophecy that has named him the first true Seeker in over a millennium. Along with an old wizard named Zedd, Richard and Kahlan must stop the ruthless tyrant Darken Rahl from unleashing an ancient evil.|1.0|1.0|2008-11-01|
6244|Sodachi Lost - Part 3||Ougi claims to have figured out the whereabouts of Oikura’s mother and, in her own way, helps Araragi and Hanekawa to solve the mystery.|6.0|4.0|2015-11-08|
6245||Ann Allen|||||guestStars
6247||Andrea Fletcher|||||guestStars
6248||Jamie Elliott|||||guestStars
6249||John Larch|||||guestStars
6250||Rogers Turrentine|||||writers
6251|Moonlight Drawn By Clouds||Can a disguise be an obstacle to real love? Hong Ra-on is a young woman during the Joseon Dynasty who makes a living by dressing up like a man and giving relationship advice to the lovelorn young men who seek her counsel. A love letter that Ra-on writes for a client brings her in contact with Lee Yeong, who is the Crown Prince Hyomyeong, the first son of King Sunjo and heir to the throne. But neither knows the true identity of the other. As Lee Yeong becomes strangely drawn to Ra-on, the crown prince’s eunuchs brings her into the palace as one of their own, giving her insights into palace life that no woman has seen before. Inside the palace, Ra-on becomes entangled with the poet Kim Sat-gat, Lee Yeong’s trusted confidante; scholar Kim Yoon-sung, who is the crown prince’s nemesis; and Jo Ha-yeon, the chosen royal consort for Lee Yeong. Can Ra-on survive the royal palace life without being exposed as a woman?|||2016-08-22|
6252||Paul Klintworth|||||guestStars
6253||Eric Poppick|||||guestStars
6255|Escape to the House of Mummies (Part II)||Team Venture find themselves trapped in the clutches of a bloodthirsty Egyptian cult and their time machine.  Doc narrowly escapes and teams up with Master Billy Quizboy and Pete White, but promptly forgets to mount a rescue.  So it's up to Brock and a pantheon of history's greatest men to find another way out.|4.0|2.0|2006-07-16|
6258|Episode 21|||21.0|2.0|2017-09-13|
6260||Robert Carlson|||||guestStars
6261||Emily Kuroda|||||guestStars
6262||Ed Sherin|||||directors
6264||Carlos Juan Gonzales|||||guestStars
6265||Kyle Secor|||||actor
6267|Suruga Devil - Part 5||Upon finding the Demon's head, she meets Rouka once again. Instead of giving the head to Rouka, she refuses. She is unable to stand the sight of her because of the fact that she can see her as she is a ghost. Suruga then challenges Rouka to one-on-one basketball in a wager for the head if Suruga loses.|14.0|0.0|2014-08-16|
6271||||0.0|5.0||
6274||Keith Gordon|||||directors
6276||YLE|||||
6277||Jessica Chastain|||||guestStars
6278|If You Have Ghosts||Wayne finds himself in a no-win situation as new clues emerge in the Purcell case. Roland wrestles with how to keep evidence secure as lawyers demand a new investigation. Amelia finds her relationship with Wayne imperiled by her writing aspirations and his jealousy.|5.0|3.0|2019-02-03|
6282||Sam Valle|||||guestStars
6283||Elizabeth Marvel|||||guestStars
6284|The Venture Bros.||Hank and Dean Venture, with their father Doctor Venture and faithful bodyguard Brock Samson, go on wild adventures facing megalomaniacs, zombies, and suspicious ninjas, all for the glory of adventure. Or something like that.|||2004-08-01|
6286||Lois Kelso Hunt|||||guestStars
6288||Ben Masselink|||||writers
6289||Julie Newmar|||||guestStars
6291|The Northern Lights||The Four Dummies continue their journey in Iceland. After a long day in the wilderness, they finally get to see the Northern Lights in the city of Vik. They are once again stunned by the beauty of Mother Nature and think of their loved ones back in Korea. For the first time, they enjoy a meal at a local restaurant and fall in love with its exotic dishes.|4.0|3.0|2016-01-22|
