id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/numberOfSeasons|http://dbpedia.org/ontology/numberOfEpisodes|http://dbpedia.org/ontology/birthDate|http://dbpedia.org/ontology/releaseDate|https://www.scads.de/movieBenchmark/ontology/last_air_date|https://www.scads.de/movieBenchmark/ontology/release_year|http://dbpedia.org/ontology/runtime|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/origin_country
5015|Charlie Chaplin||'Join Mark as he charts Chaplin’s course through 20th centuryhistory, how through the initial success of the Little Trampcharacter he managed to negotiate the right to direct his own filmsand how this character came to be seen as a symbol of resistance tothe regimented rules of modern society. He transformed the waycomedy films were made, taking control of every aspect of theproduction process; he taught himself to read music so he couldwrite his own film scores; he even insisted on having a pool of 21trained studio dogs, all of whom were well versed in the art ofcomic timing...|2.0|3.0||||2006-03-02||2006-01-01|||
5016||Richard Leaf||||||||||||
5017|Traitor||Western journalists visit Moscow to interview Adrian Harris, a former controller in British intelligence who was also a double agent for the USSR. Harris believes in both Communism and Englishness, believing himself to have betrayed his class, but not his country. The press find these beliefs incompatible, and want to find out why he became a ‘traitor’. Harris is plagued by anxieties over both his actions and his upper-class childhood, and drinks to a state of collapse||||||1971-10-14||1971-01-01|60| Comedy|
5018|Episode 37|||37.0|1.0||||2003-03-12||2003-01-01|||
5019||Mark Womack||||||||||||
5020|Motherhunt (1)||'A widow finds a baby on her doorstep with a note saying ''A child should live in his father's house.''  Enter Wolfe, whose job is to find out if the dearly departed really sired the orphan.  Archie investigates and still finds time to romance the widow.  After a few dead ends, Wolfe and Archie redouble their efforts using the baby as mother-bait, but the scheme leads to another death.  With his usual impeccable timing, Inspector Cramer comes knocking, and Wolfe and Archie are forced into hiding at their client's house to buy time to solve the case.|6.0|2.0||||2002-05-12||2002-01-01|||
5021||Sam Miller||||||||||||
5022|Episode 3|||3.0|1.0||||2010-04-10||2010-01-01|||
5023|Cricket Farmer||Mike goes to work at a cricket farm in Augusta, Georgia and later becomes a camel rancher at the Oasis Camel Dairy in Ramona, California.|2.0|6.0||||2010-01-12||2010-01-01|||
5024||Milt Kahl||||||||||||
5025|One Is the Loneliest Number||A fatal Atlanta school shooting; Mary Jane and Sheldon's courtship advances; Gael helps Kara find a new purpose.|8.0|2.0||||2015-03-24||2015-01-01|||
5026|Circles of Panic|||5.0|7.0||||1959-10-25||1959-01-01|||
5027||Yoo Seung-mok||||||||||||
5028||Miho Miyagawa||||||||||||
5029||Joshua Corey||||||||||||
5030||Debra Wolff||||||||||||
5031|Episode 10|||10.0|1.0||||2016-12-14||2016-01-01|||
5032||Grant Piro||||||||||||
5033|Club Soda and Salt||'Dismayed in part over the peanut incident, Randy quits his job at the restaurant, and Larry, Jeff and Ted must search for a new chef. Ted suggests they audition his personal chef, but at dinner Larry feels the food ''''just wasn't that good'''' and rejects the candidate. Meanwhile, Larry accuses his wife Cheryl of having a crush on a tennis-playing cast member of ''''Tony & Tina's Wedding''''; a couple refuse Larry's wedding gift because it's more than a year late; and a saleswoman becomes convinced that Larry is stalking her as revenge for her being too aggressive.|3.0|3.0||||2002-09-29||2002-01-01|||
5034||V?clav Postr?neck?||||||||||||
5035|Bauxi|||5.0|1.0||||2012-10-09||2012-01-01|||
5036||Toni Lewis||||||||||||
5037||Karel Kohout||||||||||||
5038||Manuela do Monte||||||||||||
5039||Nine Network||||||||||||AU
5040|Crime Investigation Australia||Crime Investigation Australia is an Australian true-crime series that first premiered on Foxtel's Crime & Investigation Network in August 2005. The series is also rebroadcast on the Nine Network, and made its debut there on 14 August 2007. The host of the series is Steve Liebmann.|||5.0|45.0||2005-08-01|2010-12-28|2005-01-01|||AU
5041||Gary Sweet||||||||||||
5042|[51] Koimonogatari [3] Hitagi End - Part 3||Kaiki meets Nadeko Sengoku face to face at North Shirahebi Shrine. Nadeko's personality became a lot brighter once she became the snake god, and she starts to talk to Kaiki in a carefree manner about how she was going to kill big brother Koyomi soon...|20.0|3.0||||2013-12-08||2013-01-01|||
5043||Manish Acharya||||||||||||
5044||Heinz Marecek||||||||||||
5045||Jean Fouchet||||||||||||
5046|Episode 2||Sara is a pupil at Miss Minchin's seminary in London. Her father has returned to India.|2.0|1.0||||1973-02-25||1973-01-01|||
5047||Antony Sher||||||||||||
5048||Lee Yo-won||||||||||||
5049||Bill Cosby||||||||||||
5050||John Tucker Battle||||||||||||
5051||Jean-Claude Sussfeld||||||||||||
5052||Maricarmen Merino||||||||||||
5053||Eric Alan Donaldson||||||||||||
5054|Murder of Innocence-Sian Kingi||On 27 November, 1987, 12-year-old Noosa school girl, Sian Kingi was grabbed off her push bike by Valmae Fay Beck and Barrie John Watts as she rode home from school. Beck and Watts gagged the innocent, terrified child. Watts then raped and bashed her. He then callously, and without remorse, cut her throat while his cowardly wife and mother of six watched on. Six days later, a fruit picker discovered Sian's mutilated body, still dressed in her Year Seven Sunshine Beach School uniform, in a creek bed. The hunt for the killers and their arrest was led by Bob Atkinson, now Queensland's police commissioner. As a result of thorough and dedicated police work by Queensland detectives, and in concert with New South Wales police, Beck and Watts were located hiding in a motel at Long Jetty on the NSW Central Coast a few weeks later. Police believe Beck and Watts are linked to the murders of Sharron Phillips, 20, in Brisbane's outer west, Stella Mary Farrugia, 19, and Louise Bell, 10, in Adelaide. In 1995, Watts was convicted of the manslaughter of 31-year-old student, Helen Mary Feeney in late 1987. Beck gave evidence against Watts, though Ms Feeney’s body has never been found. In 2008 Beck was hospitalised and underwent heart surgery, but later died in hospital.|5.0|3.0||||2009-06-25||2009-01-01|||
5055|Wish List||Monty's friend has heaps of fun toys, and he and Jimmy Jones imagine what it would be like to have everything you want.|50.0|1.0||||2017-07-07||2017-01-01|||
5056||Ji?? Schmitzer||||||||||||
5057|Animal Control Specialist|||24.0|5.0||||2010-01-05||2010-01-01|||
5058||Terry Forrestal||||||||||||
5059||Pepa L?pez||||||||||||
5060||Nrinder Dhudwar||||||||||||
5061|The Hired Hand|||18.0|7.0||||1960-02-07||1960-01-01|||
5062||Aladdin Ullah||||||||||||
5063|The Acupuncturist||An acupuncturist agrees to waive his $5,000 fee if he can't cure Larry's back. Coincidentally, a down-on-his-luck writer asks Larry for a $5,000 loan, claiming he'll soon pay the loan off since his wealthy father is close to death. Later, at a not-so-surprise birthday party for the writer's wife, Larry manages to convince the father to cut his son out of his will, but the old man dies before the change is made. That doesn't mean Larry will get his $5,000 back, although he is forced to pay off his acupuncturist, even though his back isn't cured.|6.0|2.0||||2001-10-28||2001-01-01|||
5064|Point of Honor||Stoney and E.J. notice that local boy Soames Hewitt is drunk, just moments before he is scheduled to ride a dangerous brahma bull.|4.0|1.0||||1962-10-22||1962-01-01|||
5065||David Schalko||||||||||||
5066||Karel H?ger||||||||||||
5067|Episode 5||Freddie and Stuart invite Ash and his new girlfriend Chloe to dinner.|5.0|1.0||||2013-06-03||2013-01-01|||
5068|Death Do Us Part|||9.0|1.0||||1962-04-17||1962-01-01|||
5069||Ian Scott||||||||||||
5070||Tatsuya Oishi||||||||||||
5071||Barbara Wilshere||||||||||||
5072||Kurt Sowinetz||||||||||||
5073|Episode 32|||32.0|1.0||||2003-03-04||2003-01-01|||
5074||Kevin Doyle||||||||||||
5075||Mo Henry||||||||||||
5076||Lee Evans||||||||||||
5077||Daniel J. Lombardo||||||||||||
5078||Franck Lebreton||||||||||||
5079||Elizabeth Stewart||||||||||||
5080||Independent Television Service (ITVS)||||||||||||US
5081||Flea||||||||||||
5082||Nicholas van Hoogstraten||||||||||||
5083|Episode 3|||3.0|1.0||||2007-10-26||2007-01-01|||
5084||Dominic Cooper||||||||||||
5085|Custom Meat Processor||Mike works with a falconer to chase birds away. Then Mike butchers a cow from the hoof clear through to steaks.|19.0|6.0||||2010-12-07||2010-01-01|||
5086|Episode 3||The detectives investigate the murder of a wealthy man whose double life left him vulnerable to exploitation. Away from work, Rachel's recent moment of indiscretion threatens to come back to haunt her when a confused Sean takes a phone call from her one-night stand, and after Ade is pushed into living with his girlfriend on a permanent basis, Janet asks her mother to move in.|3.0|3.0||||2013-04-17||2013-01-01|||
5087|Diener||Kellerman assures Lewis that he is seeking some professional advice; he also takes some time off. Lewis is assigned to work with Pembleton and neither is happy with the situation. Together they investigate the murder of a wealthy woman. They suspect the brother may have had a touch of sibling rivalry. Meanwhile, the brother insists that the police have stolen his sister's diamond ring. Mary tells Frank that she thinks they need to talk to a marriage counselor. Cox investigates whether the missing diamond ring might have been taken by one of her staff. She gets Brodie to help her add some video surveillance to the morgue. Mary asks Tim to be Frank's partner again.|14.0|5.0||||1997-01-31||1997-01-01|||
5088|Episode 1|||1.0|4.0||||2016-09-07||2016-01-01|||
5089|The Street|||21.0|1.0||||1974-05-03||1974-01-01|||
5090||Miyu Irino||||||||||||
5091|Monsters Ate My Homework||After Evan gets away with telling his teacher the ultimate lie that a monster ate his homework, he gets a visit from some monsters inquiring after the missing homework, and about having him for dinner.|12.0|3.0||||1999-11-25||1999-01-01|||
5092||Kevin Spacey||||||||||||
5093||Gary Nelson||||||||||||
5094||L?szl? Szab?||||||||||||
5095|Episode 5|||5.0|1.0||||2016-12-09||2016-01-01|||
5096||Jefferson Dutton||||||||||||
5097||Jaume Valls||||||||||||
5098||Laneya Grace||||||||||||
5099||Bill Tung||||||||||||
5100|The Black Pearl||A native diver discovers a rare black pearl. The find causes a great deal of excitement among the passengers on Adam's schooner.|2.0|1.0||||1959-10-12||1959-01-01|||
5101|The Building Begins||The rebuilding of Greensburg is slow going. With little money and scarce materials the town struggles to not only come back but build back greener and stronger. Despite the many obstacles, buildings are going up and Steve Hewitt, city administrator, pushes the city council to make a historic decision that would catapult Greensburg into the record books as the greenest city on the earth.|3.0|1.0||||2008-06-29||2008-01-01|||
5102||Megan Follows||||||||||||
5103||Yaniv Swissa||||||||||||
5104||Genki Yoshimura||||||||||||
5105|Episode 12|||12.0|2.0||||2015-06-24||2015-01-01|||
5106||Maur?cio Gon?alves||||||||||||
5107||Bruce Paltrow||||||||||||
5108||Keith Drinkel||||||||||||
5109||Didier Kwak||||||||||||
5110|Piggy Blues||Monty discovers Jimmy Jones is sad and tries to cheer him up, but wonders why everyone can't be happy all the time.|46.0|1.0||||2017-07-03||2017-01-01|||
5111|Sled Dog Breeder||'Breeding and training Alaskan Huskies as sled dogs with Martin Buser; revisit of dirty jobs in Alaska: Bird ringing common terns and Canadian geese (''Abandoned Mine Plugger''), fishing and processing of fish (''Floating Fish Factory''), cleaning up diesel spill in Dutch Harbor, Alaska (''Ice Salvage Crew''), incinerating toilet cleaner (''Bologna Maker''). The mail bag portion was taped at the Soo Locks on the floor of the MacArthur Lock in front of the upstream bulkheads.|10.0|5.0||||2009-04-12||2009-01-01|||
5112|Time of Decision|||21.0|5.0||||1958-03-23||1958-01-01|||
5113||Keith St. Aubin||||||||||||
5114|Cold Sweat (1)||After fifteen years in Cryogenic Suspension, a old friend of Ace named Gus Moreland awakens, looking like a frozen body and escapes from the Cryogenic Center. When he sees a poster of The Magician, the first thing on Gus's mind is getting revenge. Meanwhile, Ace bails Cosmo out of trouble with the polce and reminds him to be careful about doing many misdeeds before they catch up with him. Later, Ace performs his usual spectacular show with his panther panter Zina. After the show though, Moreland thinks he found Ace and just when was about to knock him down though, it turns out that it was somebody else wearing a similar cape. At the hospital, Vega grows concern about the dangers Ace could face so he sends two bodyguards to watch over him. Moreland goes back to the Cryogenic Center and forces Dr. Charles, the scientist-in-charge to make him look normal again. Charles gives him the temporary injection and Moreland goes after Ace through Cosmo. When Cosmo was blocking Moreland's way, he t|21.0|1.0||||1999-07-09||1999-01-01|||
5115||Simon Otto||||||||||||
5116|Rummage Sale|||28.0|4.0||||1957-04-14||1957-01-01|||
5117|Pleasant Screams||'Courageous teen Jenny and cowardly Mr. Purdy find themselves trapped in an ever-changing nightmare in which they're stalked by a myriad of monsters and a man with no face.    |3.0|1.0||||1993-10-02||1993-01-01|||
5118|Episode 2||Syndicate 9's new sergeant is thrown in at the deep end with a historical missing person's case. Janet shares a secret with Rachel - she wants a boyfriend.|2.0|4.0||||2014-09-17||2014-01-01|||
5119||Eric Francis||||||||||||
5120||Eiichi Kuboyama||||||||||||
5121|Marquis de Carabas||'Naota's classmate, Eri Ninamori, is the perfect girl; she's emotionally calm, a rational thinker, and is very rich to boot. However, all is not well as she has problems of her own. Her father, the mayor of Mabase, is involved in both a sex scandal and a lawsuit with the Medical Mechanica Corporation. In addition, she has to convince Naota to take the title role he was chosen for in their class production of ''Puss in Boots''. She soon learns about Naota's ''secret'', his horns, which, this time, resemble cat ears. But, what levels will she stoop to get her way?|3.0|1.0||||2000-04-26||2000-01-01|||
5122||Baz Ashmawy||||||||||||
5123||Jutta Auerbach||||||||||||
5124|The Car Salesman||Larry David and his wife purchase a new oceanfront home owned by a television star's agent. Meanwhile, Larry shocks his wife and friends by deciding to take a job as a car salesman.|1.0|2.0||||2001-09-23||2001-01-01|||
5125||Jeffrey A. Cunningham||||||||||||
5126||Jackson 5||||||||||||
5127||BET||||||||||||US
5128||Michael Potts||||||||||||
5129||Maria Shopova||||||||||||
5130||Ben Lewin||||||||||||
5131||Michael Emerson||||||||||||
5132|Secret of the Trash House: The Pupil in the Wall (1)|||6.0|1.0||||2017-02-05||2017-01-01|||
5133|Be Good, Smile Pretty||A powerfully moving, personal exploration of a grief for the father she never knew, this award-winning film chronicles Tracy Droz Tragos' heart-wrenching quest to understand and cope with a loss shared by the estimated 20,000 Americans whose fathers were killed in Vietnam. Weaving emotionally compelling interviews with home movies, stock footage, and family photos, Tragos travels from Selma, Alabama, to the U.S. Senate in search of her father’s Naval Academy roommates and war buddies, each of whom has been silently mourning his death and remembers her father’s life in his own way. Along her journey, Tragos uncovers a 30-year-old mystery, as she comes to know her father as a man, untangled from the memory of a war that wounded a nation. And while some discoveries are almost too difficult to bear, it is ultimately the truth that allows her, and her entire family, to understand and move forward.||||||2003-06-11||2003-01-01|52|Documentary|
5134||Teletama||||||||||||JP
5135|Control||'Pembleton waits with anticipation for the phone to ring. It does and with Bayliss as the primary, they proceed to investigate the triple murder of a divorced woman and her children. Kellerman asks Brodie not to return to the boat. Lewis and Munch get a homicide that they can track back to Luther Mahoney. Bayliss and Pembleton disagree on who the primary suspect is in the murder. Mahoney's nephew wants to remain ''''monogamous'''' in implicating his uncle. Kellerman gets his summons to appear before the grand jury. Frank and Tim must work out the finer points of working in the box together again. Mahoney's hand reaches out from jail and silences his nephew; the case is a bust. Lewis lays down the law to Luther Mahoney in the Waterfront Bar. Cox finds Kellerman and his predicament intriguing and offers him some company, the night of his summons.|9.0|5.0||||1996-12-06||1996-01-01|||
5136||Scott Woods||||||||||||
5137||Charles H. Joffe||||||||||||
5138|Joey the Weep|||16.0|1.0||||1974-03-22||1974-01-01|||
5139||Christine Lo||||||||||||
5140|Clothes for Jimmy||The Kazoops are going shopping after Stan shrinks everyone's clothes in the wash.|6.0|1.0||||2016-06-27||2016-01-01|||
5141||Jelle Nesna||||||||||||
5142|Cave Biologist||Mike Rowe works with a cave biologist and then braves the high seas in search of slime eels.|3.0|4.0||||2008-01-22||2008-01-01|||
5143||Esther Howard||||||||||||
5144|Tale of a Cayuse|||26.0|2.0||||1955-02-27||1955-01-01|||
5145|Wild Mangoes|||28.0|2.0||||1961-05-01||1961-01-01|||
5146|Pinstripes & Poltergeists||While the Monarch schemes to dispose of Dr. Venture once and for all, Henchman 21 seeks revenge on Brock for the death of 24.|8.0|4.0||||2009-12-13||2009-01-01|||
5147||Erkan O?ur||||||||||||
5148||Pingali Nagendra Rao||||||||||||
5149||Alan Smithee||||||||||||
5150|Harbormaster||Harbormaster is an American adventure/drama series that premiered on September 26, 1957 on CBS. In January 1958, the series was renamed Adventure at Scott Island and began airing on ABC. Harbormaster was a Ziv production.|||1.0|26.0||1957-09-26|1958-05-25|1957-01-01|30|Drama|US
5151||Mark Pellington||||||||||||
5152||DeLee Lively||||||||||||
5153||Heitor Martinez||||||||||||
5154||Mark Stein||||||||||||
5155||Edward Henrickson||||||||||||
5156|The Old and the Dead||Beau meets Megan's cousin, NBC's Tim Russert. Kay and Stan return to duty, after Stan undergoes a final test, and Kay finds her desk has been moved. They like Beau, they both must get used to the job again. Tim and Beau investigate the discovery of a skeleton found buried in a backyard. Bolander and Munch discover an unlikely suspect in the murder of a quiet elderly couple: their grandson. Gee exposes Granger, who used his relatives in some department plumbing contracts; the information is leaked to the papers, Granger is forced to retire. Barnfather is made colonel and a new captain is named, Megan Russert. The higher ranks of the Baltimore police department are now more politically correct, but Gee doesn't like it.|16.0|3.0||||1995-03-03||1995-01-01|||
5157||Tony Moffett||||||||||||
5158|The Hidden One|||12.0|5.0||||1958-01-19||1958-01-01|||
5159||Ravi Chitturi||||||||||||
5160|Chapter 51||Frank asks Will to help deal with extremists threatening to murder hostages. Hammerschmidt digs deeper into the allegations against Frank.|12.0|4.0||||2016-03-04||2016-01-01|||
5161|Wedding Day|||23.0|4.0||||1957-02-24||1957-01-01|||
5162||Chris Grega||||||||||||
5163|Myths & Monsters||This documentary series tells the stories that have gripped imaginations for centuries and reveals the fascinating and unexpected history behind them.|||1.0|6.0||2017-12-23|2017-12-23|2017-01-01|45| Sci-Fi & Fantasy|GB
5164||Fumie Muroi||||||||||||
5165||Olaf Bison||||||||||||
5166|The Hot Springs||Ha Neul joins them, and they have become Four Dummies. Before going hiking, they visit a flea market to buy clothes and shoes for the journey. They also decide to go Geysir, a famous hot spring in Iceland. However, the weather is very cold, and soon, it will be dark. Will they decide to go or not?|3.0|3.0||||2016-01-15||2016-01-01|||
5167||Steve Jones||||||||||||
5168|Fury||Richard's attempt to teach a peaceful people how to defend themselves unleashes an uncontrollable rage that threatens to consume them and destroy the Seeker.|6.0|2.0||||2009-12-12||2009-01-01|||
5169||Graham Gordy||||||||||||
5170||Alan Howard||||||||||||
5171|The Dream Merchant|||24.0|3.0||||1962-03-18||1962-01-01|||
5172||Wolfgang B?ttner||||||||||||
5173||Tsutomu Takahashi||||||||||||
5174||Bete Mendes||||||||||||
5175|Series 4, Episode 3|||3.0|4.0||||1993-03-04||1993-01-01|||
5176|Green Porno||A series of very short films inspired by the amazing and often bizarre sexual practices of insects and other creatures.|||3.0|18.0||2008-05-05|2009-09-14|2008-01-01|3|Comedy|US
5177||Tito Lusiardo||||||||||||
5178|Episode 7||Junpyo and Jihu square off in a sports match. The fate of Jandi and Jihu hangs on this game. They compete in horse-riding and racing, and Junpyo grows more jealous as he watches Jandi roots for Jihu. Before the final battle begins, Junpyo goes to meet Jandi.|7.0|1.0||||2009-01-26||2009-01-01|||
5179||Hiroshi Ohnogi||||||||||||
5180|The Skeletal System: It's ALIVE!||Hank introduces us to the framework of our bodies, our skeleton, which apart from being the support and protection for all our fleshy parts, is involved in many other vital processes that help our bodies to function properly.|30.0|1.0||||2012-08-20||2012-01-01|||
5181|Monsters||Jimmy Jones is scared of monsters under the bed and Monty wonders how they can be scary.|7.0|1.0||||2016-06-28||2016-01-01|||
5182||Margaret Avery||||||||||||
5183||Jon Sklaroff||||||||||||
5184|Identity||Visions of the Seeker's death prompt a sorceress named Shota to temporarily exchange Richard's identity with that of a merchant's son.|7.0|1.0||||2008-12-06||2008-01-01|||
5185|Creepy, Slimy and Just Plain Weird|||23.0|3.0||||2007-11-20||2007-01-01|||
5186|Greensburg||Greensburg is a US television series broadcast on the TV network Planet Green. The show takes place in Greensburg, Kansas, and is about rebuilding the town in a sustainable way after being hit by the May 2007 EF5 tornado.|||3.0|19.0||2008-06-15|2009-06-07|2008-01-01|60|Documentary|US
5187||Glenn Plummer||||||||||||
5188||Lyusyena Ovchinnikova||||||||||||
5189|The Divorce||Larry learns his lawyer isn't kosher, and rescinds a cookie order from the Girl Scout daughter of a beleaguered sports owner.|1.0|8.0||||2011-07-10||2011-01-01|||
5190|The Refinement of Ab|||21.0|2.0||||1955-01-23||1955-01-01|||
5191|Appointment at Tara-Bi|||1.0|3.0||||1961-10-01||1961-01-01|||
5192||Peter Halliday||||||||||||
5193||Brian McEachen||||||||||||
5194|Poo Pot Maker||Mike first goes to northern California to count dead salmon.  Mike opens up the mail bag and answers a viewer's question about the snake researcher segment.  Just when Mike thought he had seen it all, he visits a cow farm in Connecticut that specializes in making gardening pots out of cow manure.|2.0|3.0||||2007-01-16||2007-01-01|||
5195||Craig Ring||||||||||||
5196||Rob Cohen||||||||||||
5197||Kanichi Kurita||||||||||||
5198||Lee Caplin / Picture Entertainment||||||||||||
5199||Stuart Rosenberg||||||||||||
5200||Pavel Vinnik||||||||||||
5201|Stable Mates|||15.0|2.0||||1962-01-08||1962-01-01|||
5202||Cheon Ho-jin||||||||||||
5203||Tom Hunt||||||||||||
5204||Dan Weil||||||||||||
5205||Sajeev Pazhoor||||||||||||
5206|The Clara Schumann Story|||26.0|1.0||||1954-03-21||1954-01-01|||
5207|Partners||Russert's old partner joins the homicide unit, but she suspects that he is taking his work frustrations out on his wife. Pembleton struggles with his pride and domestic life as Gee and Bayliss try to convince him to return. Bayliss is partnered with Lewis and on the way to the crime scene gets the ride of his life. Bayliss tangles with a reporter. Beau is in Philadelphia with his kids. The bar has its grand opening.|11.0|3.0||||1995-01-20||1995-01-01|||
5208|Double Trouble|||3.0|2.0||||1954-09-12||1954-01-01|||
5209||Carlo Savina||||||||||||
5210|Chapter 46||Frank and Claire adjust to their new reality. The search for Frank's running mate begins. Frank starts a campaign to weaken Conway's strong support.|7.0|4.0||||2016-03-04||2016-01-01|||
5211||Miguel ?ngel Mu?oz||||||||||||
5212|Episode 7||The syndicate deals with a shooting, and discovers that the victim has been sexually mutilated. Andy seems determined to freeze Janet out of the investigation. Sean tries to engineer a reconciliation between Rachel and her mother, and Rachel warms to the idea of marriage.|7.0|2.0||||2012-04-23||2012-01-01|||
5214||Nimisha Sajayan||||||||||||
5215|Part 3|||3.0|2.0||||2014-09-26||2014-01-01|||
5216||Richard Durden||||||||||||
5217|Marked||Richard inadvertently opens an entry to the underworld, unleashing a terrible evil.|1.0|2.0||||2009-11-07||2009-01-01|||
5218||Ron Gress||||||||||||
5219|????????|||26.0|1.0|||||||||
5220|How I Got My Tongs||A trip to the hairdresser and a fabulous pair of shimmering golden hair tongs prompts Simon's decision to turn Kylie into Princess Diana.|5.0|1.0||||2008-10-30||2008-01-01|||
5221||Douglas Macdonald||||||||||||
5222||Gabriel Gracindo||||||||||||
5223||Franti?ek Filip||||||||||||
5224|Colecci?n de Bromas|||9.0|6.0||||1999-03-04||1999-01-01|||
5225|C-E– CELEBRITY S-U– SUITE||When the DiMeos land in the hospital on Thanksgiving, Maya’s determination to save the holiday leads to an uneasy truce with her rival, Melanie Hertzal; and Jimmy gets jealous when Kenneth bonds with his brother, Billy.  Meanwhile, wounds from an old breakup are re-opened, but Ray finds brand-new love in an unlikely place.|6.0|3.0||||2018-11-16||2018-01-01|||
5226||Fumio Hashimoto||||||||||||
5227|The Velvet Trap|||16.0|3.0||||1962-01-21||1962-01-01|||
5228|Feeling Destined||After learning that Paul and Helen are getting a divorce, the Paterson family struggles to cope with the imminent changes.|18.0|4.0||||2017-09-05||2017-01-01|||
5229|The End for the Beginning||Lee Yeong, the crown prince is in shock due to the fact that Byeong Yeon is the member of White Clouds Society. Without Byeong Yeon, the crown prince traces the real culprit of east palace attack to find out the truth behind the case.|17.0|1.0||||2016-10-17||2016-01-01|||
5230|Series 3, Episode 5|||5.0|3.0||||1992-03-19||1992-01-01|||
5231||Lesley Sharp||||||||||||
5232||Sue Love||||||||||||
5233|Episode 16|||16.0|1.0||||2019-05-25||2019-01-01|||
5234|Sneaky Tiki Taboo|||9.0|1.0|||||||||
5235|Hand Walk II ~ Daruma 7 ~ Bamboo Derby|||7.0|1.0|||||||||
5236|Crisis|||10.0|1.0||||1960-11-20||1960-01-01|||
5237||Claude Mathieu||||||||||||
5238||Joseph Muir||||||||||||
5239||Sylvie Landra||||||||||||
5240|Episode 2||Jandi gets Jihoo’s help when students attack her at the locker room. Jandi, cannot stand Junpyo’s smugness, goes to see Junpyo and kicks him right in the face. Rather than paying her back, Junpyo finds his curiosity from this girl who reminds him of his older sister, Junhee. After school finishes, unknown guards kidnap Jandi. She wakes up and notices the unbelievable things that are happening right in front of her eyes…|2.0|1.0||||2009-01-06||2009-01-01|||
5241||Jana Brejchov?||||||||||||
5242|Medical Waste Disposal Expert||Mike Rowe passes a surprisingly tranquil -- and highly entertaining -- day at Medical Waste Transport, Inc. in Sioux Falls, S.D.|7.0|8.0||||2012-01-24||2012-01-01|||
5243||Royal Robbins||||||||||||
5244|Kingdom of Plants||David discovers a microscopic world that’s invisible to the naked eye, where insects feed and breed, where flowers fluoresce and where plants communicate with each other and with animals using scent and sound.|||1.0|3.0||2012-05-26|2012-06-09|2012-01-01|45|Documentary|GB
5245|Speciation: Of Ligers & Men||Hank explains speciation - the evolutionary process by which new biological species arise - in terms of finches, ligers, mules, and dogs.|15.0|1.0||||2012-05-07||2012-01-01|||
5246|Emergency in 114|||26.0|8.0||||1961-04-23||1961-01-01|||
5247||Oz Scott||||||||||||
5248|Brennidon||Richard visits his birthville Brennidon, which causes the D'Harans to return to the village looking for him.|4.0|1.0||||2008-11-15||2008-01-01|||
5249|Bombora - The Story of Australian Surfing|||||1.0|2.0||2009-03-26|2009-04-02|2009-01-01||Documentary|
5250||Anya Epstein||||||||||||
5251|Show Me a Hero||Adam runs into an old war buddy named Scotty Bell and hires him as a temporary deck hand.|6.0|3.0||||1961-11-05||1961-01-01|||
5252|The Hitler–Stalin Pact||How could Hitler and Stalin, sworn ideological enemies, come to a secret pact in 1939? The captivating and detailed story of the diplomatic fiasco that led to the signing of the Nazi-Soviet pact and its devastating consequences.||||||2019-01-02||2019-01-01|102| War|
5253|Penguin Keeper|||24.0|2.0||||2006-12-05||2006-01-01|||
5254||Don Roy King||||||||||||
5255||Bernard Hall||||||||||||
5256||Govindrajulu Subba Rao||||||||||||
5257||Raymond Bowers||||||||||||
5258||Alex Graves||||||||||||
5259|F-O– FOLLOW T-H-R– THROUGH||The DiMeos realize they have great intentions but lack follow-through when it comes to … everything. Vowing to change, Ray and Dylan take on government bureaucracy; Kenneth helps JJ prepare for college; and Maya tries to reconnect with Jimmy.|7.0|3.0||||2018-12-07||2018-01-01|||
5260||Charles F. Haas||||||||||||
5261||Youta Tsuruoka||||||||||||
5262|The Club|||10.0|2.0||||1961-11-20||1961-01-01|||
5263||Freddie Fox||||||||||||
5264||Tomoyuki Itamura||||||||||||
5265||G?rard Lartigau||||||||||||
5266||Dorotea Toncheva||||||||||||
5267||Mitchell Leisen||||||||||||
5268|Pob's Programme||'Pob's Programme is a children's television programme which was broadcast in the United Kingdom on Channel 4 between October 1985 and November 1987. The programme is presented by a puppet named Pob, who speaks a primitive version of English and who supposedly lives inside the viewer's TV. The opening titles of the show consist of the character breathing on the camera lens, and tracing his name in the condensation. Each week on the programme, a celebrity guest visits Pob's garden, and entertains him — though Pob and the guest never appear on screen together.Pob's Programme was created by Doug Wilcox and Anne Wood of Ragdoll Productions, which also created Rosie and Jim. Wood went on to create the Teletubbies.|||0.0|0.0||||||Kids|GB
5269||Chestnut Walnut Unlimited||||||||||||
5270|Letter to Loretta: Prisoner at One O'Clock|||3.0|1.0||||1953-10-04||1953-01-01|||
5271||Yoshito Mikamo||||||||||||
5272|F. L. V?k|||||1.0|13.0||1971-09-12|1990-03-04|1971-01-01|60|Drama|XC
5273||Joss Skottowe||||||||||||
5274||Everett Sloane||||||||||||
5275||Kyuemon Oda||||||||||||
5276|Episode 1|||1.0|3.0||||2019-05-11||2019-01-01|||
